sidx,skey,sday,sclose,sopen,shigh,slow,svol,syest,splus,sallvol,scom,sfor,scoms
728,20180312,2018-03-12,95700,95600,95700,94200,89940,94600,1100,89940,6873,-4340,83067
727,20180313,2018-03-13,93500,94800,95000,93100,68957,95700,-2200,68957,-4949,-13182,68957
726,20180314,2018-03-14,95300,93000,95500,92600,76433,93500,1800,76433,26764,2311,47358
725,20180315,2018-03-15,95900,95400,96200,94100,56231,95300,600,56231,-1136,9514,46717
724,20180316,2018-03-16,95600,95700,97100,94800,61727,95900,-300,61727,1032,-4507,60695
723,20180319,2018-03-19,96900,95600,97100,94700,68762,95600,1300,68762,7735,12155,48872
722,20180320,2018-03-20,96700,95700,96900,95100,52375,96900,-200,52375,6227,-1734,46148
721,20180321,2018-03-21,96900,95700,97500,95600,62150,96700,200,62150,5178,2937,54035
720,20180322,2018-03-22,95800,96000,96600,95000,86415,96900,-1100,86415,-25431,17317,69098
719,20180323,2018-03-23,94900,94200,96100,94000,58147,95800,-900,58147,-7755,29907,28240
718,20180326,2018-03-26,92800,93800,94600,92200,84246,94900,-2100,84246,-30139,5542,78704
717,20180327,2018-03-27,92800,93000,94000,92200,59234,92800,0,59234,-25919,19506,39728
716,20180328,2018-03-28,90600,92400,92900,90400,133057,92800,-2200,133057,-16792,-22543,133057
715,20180329,2018-03-29,90500,90400,91500,90000,74214,90600,-100,74214,-7470,-7461,74214
714,20180330,2018-03-30,92600,91500,92600,90800,65463,90500,2100,65463,-8170,9866,55597
713,20180402,2018-04-02,93300,93300,95700,93000,105069,92600,700,105069,-9711,8070,96999
712,20180403,2018-04-03,93400,92700,94400,92500,58931,93300,100,58931,8210,-2163,50721
711,20180404,2018-04-04,92000,93500,93600,91300,61219,93400,-1400,61219,-27696,7712,53507
710,20180405,2018-04-05,90900,92000,93300,90700,75753,92000,-1100,75753,-32562,1506,74247
709,20180406,2018-04-06,90500,91000,91700,90000,86481,90900,-400,86481,-29659,-9394,86481
708,20180409,2018-04-09,91400,90300,92000,90300,73708,90500,900,73708,4121,9140,60447
707,20180410,2018-04-10,91700,91100,92000,91000,53988,91400,300,53988,4111,-2451,49877
706,20180411,2018-04-11,90900,91200,91600,90700,49770,91700,-800,49770,-19670,-907,49770
705,20180412,2018-04-12,90800,91000,91400,90500,96540,90900,-100,96540,-2345,-14007,96540
704,20180413,2018-04-13,90200,90800,90800,90000,64593,90800,-600,64593,-3871,-16646,64593
703,20180416,2018-04-16,89500,90300,90500,89500,61065,90200,-700,61065,-7962,-14067,61065
702,20180417,2018-04-17,89500,90300,90300,89500,58320,89500,0,58320,1840,-19238,56480
701,20180418,2018-04-18,90800,89700,91300,89600,78527,89500,1300,78527,16452,-6045,62075
700,20180419,2018-04-19,90300,90600,91100,90300,77050,90800,-500,77050,11968,-29409,65082
699,20180420,2018-04-20,91200,90400,91200,90000,87219,90300,900,87219,-2296,-6871,87219
698,20180423,2018-04-23,90400,91000,91300,90300,63819,91200,-800,63819,3120,-20421,60699
697,20180424,2018-04-24,90900,90500,91200,90400,71062,90400,500,71062,9140,-13626,61922
696,20180425,2018-04-25,97200,90800,97300,90800,362122,90900,6300,362122,53471,78942,229709
695,20180426,2018-04-26,100500,97300,102000,97300,297360,97200,3300,297360,48555,31499,217306
694,20180427,2018-04-27,101500,100500,102500,100000,100337,100500,1000,100337,16294,39289,44754
693,20180430,2018-04-30,103500,101500,103500,100500,127902,101500,2000,127902,39050,-9210,88852
692,20180502,2018-05-02,102500,102500,104000,101500,83221,103500,-1000,83221,20348,2237,60636
691,20180503,2018-05-03,98800,103000,103000,98300,118190,102500,-3700,118190,7636,-2502,110554
690,20180504,2018-05-04,98300,99000,101000,97900,112936,98800,-500,112936,-906,-4822,112936
689,20180508,2018-05-08,103500,100000,106000,100000,341424,98300,5200,341424,87211,-19825,254213
688,20180509,2018-05-09,102000,103000,104500,101500,123610,103500,-1500,123610,40120,-36292,83490
687,20180510,2018-05-10,102500,102000,103500,100000,137340,102000,500,137340,1033,-12602,136307
686,20180511,2018-05-11,109500,102500,110000,102000,296649,102500,7000,296649,125872,-9663,170777
685,20180514,2018-05-14,109500,109000,111000,108000,145163,109500,0,145163,12081,27664,105418
684,20180515,2018-05-15,108500,108500,110000,106500,111382,109500,-1000,111382,13010,12814,85558
683,20180516,2018-05-16,107500,106500,109000,106500,81829,108500,-1000,81829,8070,18394,55365
682,20180517,2018-05-17,108000,108000,110500,107500,90162,107500,500,90162,16263,8518,65381
681,20180518,2018-05-18,109000,108000,109500,106000,78076,108000,1000,78076,8175,6389,63512
680,20180521,2018-05-21,107000,108500,109000,106500,39275,109000,-2000,39275,161,-7821,39114
679,20180523,2018-05-23,107000,106000,108000,105500,57807,107000,0,57807,-9320,3507,54300
678,20180524,2018-05-24,106500,106500,107500,104500,99803,107000,-500,99803,9706,-19452,90097
677,20180525,2018-05-25,104000,105000,106000,103000,103685,106500,-2500,103685,10141,-17781,93544
676,20180528,2018-05-28,107500,105500,108000,105500,89084,104000,3500,89084,12721,-12150,76363
675,20180529,2018-05-29,108500,107000,109000,106500,109064,107500,1000,109064,24776,-20083,84288
674,20180530,2018-05-30,106500,107500,108000,103500,127599,108500,-2000,127599,38867,-33459,88732
673,20180531,2018-05-31,112500,107500,114000,107500,349391,106500,6000,349391,79451,25899,244041
672,20180601,2018-06-01,115500,112500,117000,111000,255036,112500,3000,255036,137674,-50107,117362
671,20180604,2018-06-04,116000,116500,118500,114500,195275,115500,500,195275,57561,-29953,137714
670,20180605,2018-06-05,117500,115500,118000,115000,95983,116000,1500,95983,34881,-7145,61102
669,20180607,2018-06-07,119000,117000,120500,116000,163260,117500,1500,163260,13817,23015,126428
668,20180608,2018-06-08,117000,119000,119000,116000,124379,119000,-2000,124379,-18933,30614,93765
667,20180611,2018-06-11,119500,117000,121000,116000,130343,117000,2500,130343,7884,34596,87863
666,20180612,2018-06-12,119500,120000,120500,118000,90264,119500,0,90264,13229,-1133,77035
665,20180614,2018-06-14,115000,118500,118500,115000,120149,119500,-4500,120149,2125,-7342,118024
664,20180615,2018-06-15,117000,116500,119500,114500,205047,115000,2000,205047,6402,-8601,198645
663,20180618,2018-06-18,114000,117000,117500,113500,138147,117000,-3000,138147,-234,19766,118381
662,20180619,2018-06-19,109000,113000,115000,107500,213099,114000,-5000,213099,-33047,40129,172970
661,20180620,2018-06-20,111000,109500,111000,107500,118459,109000,2000,118459,-13910,4852,113607
660,20180621,2018-06-21,109500,109000,115000,109000,145231,111000,-1500,145231,2939,-6149,142292
659,20180622,2018-06-22,111000,108500,111000,107500,94805,109500,1500,94805,6513,-22515,88292
658,20180625,2018-06-25,114500,109500,115500,108500,134997,111000,3500,134997,-10188,25060,109937
657,20180626,2018-06-26,115500,113500,116500,112000,179965,114500,1000,179965,-12076,36574,143391
656,20180627,2018-06-27,111500,115500,115500,110500,134721,115500,-4000,134721,23036,-22918,111685
655,20180628,2018-06-28,111000,111000,112500,109500,50029,111500,-500,50029,12673,937,36419
654,20180629,2018-06-29,115500,113000,115500,110500,82375,111000,4500,82375,890,3708,77777
653,20180702,2018-07-02,111500,114500,115000,110500,104242,115500,-4000,104242,809,-6780,103433
652,20180703,2018-07-03,107000,112000,113000,103000,258049,111500,-4500,258049,-6862,11135,246914
651,20180704,2018-07-04,106000,106000,107000,103000,159938,107000,-1000,159938,-5007,2468,157470
650,20180705,2018-07-05,105500,106500,107500,104000,59809,106000,-500,59809,1406,-1944,58403
649,20180706,2018-07-06,106000,105000,107500,103000,92559,105500,500,92559,-11488,-4397,92559
648,20180709,2018-07-09,103500,105000,106000,100500,209975,106000,-2500,209975,-25295,11077,198898
647,20180710,2018-07-10,104000,104000,106000,103000,90330,103500,500,90330,-40458,28319,62011
646,20180711,2018-07-11,105000,102500,105000,101000,77959,104000,1000,77959,3236,4770,69953
645,20180712,2018-07-12,103000,105500,105500,101500,212498,105000,-2000,212498,-34546,-13259,212498
644,20180713,2018-07-13,101000,103000,103500,100000,141703,103000,-2000,141703,-64635,32572,109131
643,20180716,2018-07-16,99400,101000,103500,99200,120917,101000,-1600,120917,-51552,41211,79706
642,20180717,2018-07-17,100000,99500,100500,99200,49379,99400,600,49379,-19673,15366,34013
641,20180718,2018-07-18,98800,100000,100500,98600,60383,100000,-1200,60383,-8115,17554,42829
640,20180719,2018-07-19,96500,99000,99500,95400,137830,98800,-2300,137830,-35147,29375,108455
639,20180720,2018-07-20,96200,96400,97500,95300,71296,96500,-300,71296,-31352,23327,47969
638,20180723,2018-07-23,94900,96000,96900,94200,102931,96200,-1300,102931,-34424,31358,71573
637,20180724,2018-07-24,96700,95400,97300,94900,73841,94900,1800,73841,-5264,-2977,73841
636,20180725,2018-07-25,95200,96500,97500,94900,75038,96700,-1500,75038,-7465,-9992,75038
635,20180726,2018-07-26,96800,96700,98400,95500,85655,95200,1600,85655,11909,-1404,73746
634,20180727,2018-07-27,97900,97600,98700,96100,84719,96800,1100,84719,816,-10237,83903
633,20180730,2018-07-30,96600,98000,98900,96100,76933,97900,-1300,76933,-11592,-33184,76933
632,20180731,2018-07-31,98400,97000,98400,95300,83986,96600,1800,83986,5857,-4608,78129
631,20180801,2018-08-01,98200,97500,99000,97200,72294,98400,-200,72294,18579,-23897,53715
630,20180802,2018-08-02,97300,97900,99600,96700,62234,98200,-900,62234,2291,7575,52368
629,20180803,2018-08-03,100500,97400,101000,97100,126766,97300,3200,126766,12863,-1539,113903
628,20180806,2018-08-06,101500,101000,105000,100500,131222,100500,1000,131222,26683,-14750,104539
627,20180807,2018-08-07,98700,102000,102500,98100,115725,101500,-2800,115725,-36536,1483,114242
626,20180808,2018-08-08,98200,98500,99300,97600,75859,98700,-500,75859,-21066,12675,63184
625,20180809,2018-08-09,98200,98400,98700,97300,173475,98200,0,173475,-6780,9998,163477
624,20180810,2018-08-10,100000,99000,102500,98500,158226,98200,1800,158226,5424,35368,117434
623,20180813,2018-08-13,96500,100500,100500,96200,144927,100000,-3500,144927,-24061,-6228,144927
622,20180814,2018-08-14,97900,97100,98100,96000,47545,96500,1400,47545,-8833,13591,33954
621,20180816,2018-08-16,96000,97500,97800,95500,64570,97900,-1900,64570,-16500,5743,58827
620,20180817,2018-08-17,96000,96200,96700,95500,78276,96000,0,78276,-12868,-2795,78276
619,20180820,2018-08-20,95600,96800,97800,95300,98945,96000,-400,98945,-8679,5875,93070
618,20180821,2018-08-21,97300,96400,97500,95900,56815,95600,1700,56815,-17632,19747,37068
617,20180822,2018-08-22,95800,96900,97300,95500,65085,97300,-1500,65085,-13572,-7342,65085
616,20180823,2018-08-23,99600,96300,100500,95800,149592,95800,3800,149592,29687,8711,111194
615,20180824,2018-08-24,99200,99600,99900,97400,68149,99600,-400,68149,13470,-7299,54679
614,20180827,2018-08-27,98300,99500,99600,96400,54123,99200,-900,54123,-6831,3464,50659
613,20180828,2018-08-28,99500,98300,100500,97600,66053,98300,1200,66053,4676,9204,52173
612,20180829,2018-08-29,98500,99500,99600,98000,61627,99500,-1000,61627,-7265,-7342,61627
611,20180830,2018-08-30,97500,99600,101000,97100,116383,98500,-1000,116383,-17714,-19294,116383
610,20180831,2018-08-31,99600,97400,99700,97200,116056,97500,2100,116056,-7333,29306,86750
609,20180903,2018-09-03,97500,99000,99000,97500,43374,99600,-2100,43374,-9714,-13842,43374
608,20180904,2018-09-04,98300,97500,98400,97000,53062,97500,800,53062,9252,-5598,43810
607,20180905,2018-09-05,95700,98000,98000,95200,141007,98300,-2600,141007,-67764,824,140183
606,20180906,2018-09-06,96700,95700,96800,95300,53346,95700,1000,53346,-4111,11073,42273
605,20180907,2018-09-07,97400,96900,97500,95700,77009,96700,700,77009,-2665,15531,61478
604,20180910,2018-09-10,96200,96400,97500,95500,97856,97400,-1200,97856,-17041,7551,90305
603,20180911,2018-09-11,96500,95700,97100,95700,64690,96200,300,64690,-6571,-8975,64690
602,20180912,2018-09-12,97100,96500,97100,95900,63338,96500,600,63338,8736,49,54553
601,20180913,2018-09-13,98200,97500,98300,96400,172465,97100,1100,172465,-5796,4144,168321
600,20180914,2018-09-14,98700,98400,100500,98400,112823,98200,500,112823,21365,7939,83519
599,20180917,2018-09-17,96700,98400,99100,96300,60975,98700,-2000,60975,-16040,-2757,60975
598,20180918,2018-09-18,99300,96300,100500,96300,102953,96700,2600,102953,28099,5800,69054
597,20180919,2018-09-19,99100,99600,100500,98400,53140,99300,-200,53140,6759,-5418,46381
596,20180920,2018-09-20,97900,98600,99400,97100,71842,99100,-1200,71842,-12953,1591,70251
595,20180921,2018-09-21,96700,98900,99000,96600,91364,97900,-1200,91364,-23557,-27989,91364
594,20180927,2018-09-27,99400,96500,99600,96500,94541,96700,2700,94541,-21979,47933,46608
593,20180928,2018-09-28,99400,100500,101500,98200,82237,99400,0,82237,-4284,14714,67523
592,20181001,2018-10-01,100000,99400,104000,99400,149713,99400,600,149713,14645,3383,131685
591,20181002,2018-10-02,99200,100000,101500,98800,68348,100000,-800,68348,-4719,-675,68348
590,20181004,2018-10-04,94200,100000,100500,93300,185126,99200,-5000,185126,-20865,-39820,185126
589,20181005,2018-10-05,95800,95200,95900,92200,104966,94200,1600,104966,14427,9651,80888
588,20181008,2018-10-08,93800,96000,97000,93600,69951,95800,-2000,69951,-7337,3156,66795
587,20181010,2018-10-10,93400,93500,94800,92600,57768,93800,-400,57768,6064,-4111,51704
586,20181011,2018-10-11,88100,91100,92800,88100,183703,93400,-5300,183703,-35402,35087,148616
585,20181012,2018-10-12,91000,88500,91800,88500,89791,88100,2900,89791,11553,370,77868
584,20181015,2018-10-15,90200,90300,92200,89800,72420,91000,-800,72420,-13846,9835,62585
583,20181016,2018-10-16,90900,91100,92500,90400,60570,90200,700,60570,-1037,2376,58194
582,20181017,2018-10-17,93000,92800,93400,91300,42502,90900,2100,42502,4713,2090,35699
581,20181018,2018-10-18,92700,92900,93000,91200,63764,93000,-300,63764,-4550,2369,61395
580,20181019,2018-10-19,92400,91700,93300,90800,86229,92700,-300,86229,-14142,10555,75674
579,20181022,2018-10-22,93700,92400,94500,92100,39772,92400,1300,39772,3051,-918,36721
578,20181023,2018-10-23,91500,93000,93900,90600,74396,93700,-2200,74396,-5088,-23150,74396
577,20181024,2018-10-24,92400,92900,94000,91700,60660,91500,900,60660,7415,4646,48599
576,20181025,2018-10-25,91200,91000,91900,89600,86622,92400,-1200,86622,1288,-3275,85334
575,20181026,2018-10-26,87700,90800,91300,86400,138231,91200,-3500,138231,-26895,7177,131054
574,20181029,2018-10-29,87000,87900,89500,86600,81844,87700,-700,81844,19290,-1212,62554
573,20181030,2018-10-30,84200,85900,88000,82800,155657,87000,-2800,155657,-32453,8613,147044
572,20181031,2018-10-31,86700,84400,87100,83600,84785,84200,2500,84785,2978,7869,73938
571,20181101,2018-11-01,86000,86700,88600,85400,60162,86700,-700,60162,344,-7318,59818
570,20181102,2018-11-02,87700,86500,88000,86400,80320,86000,1700,80320,-23412,-6432,80320
569,20181105,2018-11-05,86200,87100,87400,84400,88201,87700,-1500,88201,3443,-20395,84758
568,20181106,2018-11-06,86700,86800,87400,85700,72536,86200,500,72536,-15509,14230,58306
567,20181107,2018-11-07,86300,86700,88600,85100,91025,86700,-400,91025,-34957,26588,64437
566,20181108,2018-11-08,87000,87100,87700,85600,122677,86300,700,122677,-24772,24308,98369
565,20181109,2018-11-09,87400,87000,88500,86200,91671,87000,400,91671,6589,-18879,85082
564,20181112,2018-11-12,87500,87300,88100,86600,65428,87400,100,65428,1234,4158,60036
563,20181113,2018-11-13,86200,86900,87000,84500,85759,87500,-1300,85759,936,-12747,84823
562,20181114,2018-11-14,85000,86400,87800,84400,89890,86200,-1200,89890,-30544,10014,79876
561,20181115,2018-11-15,90900,85400,90900,85300,147946,85000,5900,147946,21072,29160,97714
560,20181116,2018-11-16,89800,90900,91000,88800,74292,90900,-1100,74292,-8122,16769,57523
559,20181119,2018-11-19,92000,89500,92000,89500,76110,89800,2200,76110,-6967,21084,55026
558,20181120,2018-11-20,91900,91600,92700,90900,63845,92000,-100,63845,3309,12126,48410
557,20181121,2018-11-21,92100,91700,92100,90100,47031,91900,200,47031,-5635,13034,33997
556,20181122,2018-11-22,91500,92500,93000,90500,77727,92100,-600,77727,-8163,25836,51891
555,20181123,2018-11-23,91500,91000,92400,90900,45893,91500,0,45893,-69,-1411,45893
554,20181126,2018-11-26,92500,91400,92500,90800,55467,91500,1000,55467,-5126,-1530,55467
553,20181127,2018-11-27,91700,92000,93000,91000,53325,92500,-800,53325,-14496,3080,50245
552,20181128,2018-11-28,91500,92000,92400,89900,63879,91700,-200,63879,-4276,-3532,63879
551,20181129,2018-11-29,93400,92100,94200,91800,112027,91500,1900,112027,1635,49718,60674
550,20181130,2018-11-30,93900,93400,94400,92800,110837,93400,500,110837,-3534,16369,94468
549,20181203,2018-12-03,93500,94500,94800,93300,65020,93900,-400,65020,-6756,-9818,65020
548,20181204,2018-12-04,93300,93900,95500,92800,74561,93500,-200,74561,-17165,20129,54432
547,20181205,2018-12-05,92000,92600,93300,91100,42612,93300,-1300,42612,-5155,2319,40293
546,20181206,2018-12-06,92000,93100,93300,91000,90056,92000,0,90056,-28191,32227,57829
545,20181207,2018-12-07,91500,92300,92800,91100,36608,92000,-500,36608,-3537,1213,35395
544,20181210,2018-12-10,91600,90600,92100,90100,46068,91500,100,46068,-9068,10671,35397
543,20181211,2018-12-11,93200,91100,93800,90900,74006,91600,1600,74006,208,27986,45812
542,20181212,2018-12-12,94500,94200,94500,92200,59898,93200,1300,59898,5626,436,53836
541,20181213,2018-12-13,94300,93800,95100,93300,98183,94500,-200,98183,-38,9919,88264
540,20181214,2018-12-14,94000,94300,95400,93200,43300,94300,-300,43300,-3285,8242,35058
539,20181217,2018-12-17,94200,95400,95800,93700,48596,94000,200,48596,-8725,16115,32481
538,20181218,2018-12-18,95100,94200,95200,93900,57326,94200,900,57326,5531,6970,44825
537,20181219,2018-12-19,94500,95200,95500,93200,56252,95100,-600,56252,-12509,13308,42944
536,20181220,2018-12-20,94400,94400,95000,91000,65333,94500,-100,65333,16143,-16086,49190
535,20181221,2018-12-21,91600,94500,94600,90800,111712,94400,-2800,111712,-33776,7169,104543
534,20181224,2018-12-24,91400,91500,91800,90400,53107,91600,-200,53107,-11299,4462,48645
533,20181226,2018-12-26,89800,91000,91000,88500,74206,91400,-1600,74206,-18489,16277,57929
532,20181227,2018-12-27,90200,89600,90800,88500,70355,89800,400,70355,-36411,28372,41983
531,20181228,2018-12-28,90400,89300,90700,89300,33145,90200,200,33145,-9177,10158,22987
530,20190102,2019-01-02,87700,90400,91500,87200,77817,90400,-2700,77817,-8161,-3241,77817
529,20190103,2019-01-03,87500,88900,89400,87200,81189,87700,-200,81189,-22099,29323,51866
528,20190104,2019-01-04,88200,87900,89000,86900,86522,87500,700,86522,-24205,12972,73550
527,20190107,2019-01-07,88400,89500,89600,87200,92319,88200,200,92319,-5068,-13482,92319
526,20190108,2019-01-08,87100,88700,88700,87000,62737,88400,-1300,62737,-20911,-645,62737
525,20190109,2019-01-09,88400,87800,88700,87300,69355,87100,1300,69355,-3143,19991,49364
524,20190110,2019-01-10,88600,87900,89100,87700,62227,88400,200,62227,-4466,7879,54348
523,20190111,2019-01-11,89900,88600,89900,88500,43534,88600,1300,43534,12724,-3581,30810
522,20190114,2019-01-14,90400,89300,90900,89200,70377,89900,500,70377,10586,-5055,59791
521,20190115,2019-01-15,91100,90800,92400,90600,70488,90400,700,70488,4776,11803,53909
520,20190116,2019-01-16,89400,90800,91900,89200,78926,91100,-1700,78926,-18612,9183,69743
519,20190117,2019-01-17,90900,90300,91400,89700,56356,89400,1500,56356,-3303,13200,43156
518,20190118,2019-01-18,91800,91500,92200,90700,62150,90900,900,62150,-4899,15341,46809
517,20190121,2019-01-21,92600,92300,92700,91400,49910,91800,800,49910,10328,2926,36656
516,20190122,2019-01-22,92800,92200,93000,91700,53239,92600,200,53239,9190,-2278,44049
515,20190123,2019-01-23,93300,92800,93900,92600,66974,92800,500,66974,2878,3885,60211
514,20190124,2019-01-24,93500,92100,93700,91800,57678,93300,200,57678,-25108,26407,31271
513,20190125,2019-01-25,93600,93000,94500,92200,57718,93500,100,57718,-8165,14713,43005
512,20190128,2019-01-28,95700,93000,95800,92600,98175,93600,2100,98175,42079,-3405,56096
511,20190129,2019-01-29,95100,95700,95900,94300,76705,95700,-600,76705,-4862,11535,65170
510,20190130,2019-01-30,94100,96000,96000,93500,62460,95100,-1000,62460,-1745,4823,57637
509,20190131,2019-01-31,95600,95000,95800,94000,82506,94100,1500,82506,-5682,22744,59762
508,20190201,2019-02-01,95500,95500,96000,94200,43308,95600,-100,43308,6542,-2640,36766
507,20190207,2019-02-07,95900,95500,96200,93100,83450,95500,400,83450,6823,-1040,76627
506,20190208,2019-02-08,91800,94700,95000,91200,129677,95900,-4100,129677,-34267,-8767,129677
505,20190211,2019-02-11,91100,91900,92900,90500,121271,91800,-700,121271,-17827,10038,111233
504,20190212,2019-02-12,92400,91400,92800,91300,89215,91100,1300,89215,6528,11065,71622
503,20190213,2019-02-13,92800,92600,93000,91400,73824,92400,400,73824,3194,-867,70630
502,20190214,2019-02-14,95200,93100,95200,92700,124693,92800,2400,124693,6074,29495,89124
501,20190215,2019-02-15,94100,94300,95300,93600,59614,95200,-1100,59614,-8710,9064,50550
500,20190218,2019-02-18,95000,94800,95800,93700,52678,94100,900,52678,21992,-7890,30686
499,20190219,2019-02-19,95500,95000,95800,94400,36419,95000,500,36419,7653,-104,28766
498,20190220,2019-02-20,96400,96000,98400,95700,146641,95500,900,146641,-35144,52982,93659
497,20190221,2019-02-21,96300,96100,97100,95600,40740,96400,-100,40740,-6301,5186,35554
496,20190222,2019-02-22,97600,96600,97600,96300,38292,96300,1300,38292,5431,4840,28021
495,20190225,2019-02-25,97500,97900,98000,95500,95031,97600,-100,95031,-30438,27336,67695
494,20190226,2019-02-26,96700,95700,97800,95700,49832,97500,-800,49832,-3975,5403,44429
493,20190227,2019-02-27,97100,97500,97500,96000,52325,96700,400,52325,-2362,8529,43796
492,20190228,2019-02-28,96800,97600,98300,96500,88449,97100,-300,88449,2656,16312,69481
491,20190304,2019-03-04,98300,97800,100500,96800,109662,96800,1500,109662,-21768,37614,72048
490,20190305,2019-03-05,98000,97300,99100,96000,63041,98300,-300,63041,-5702,7962,55079
489,20190306,2019-03-06,98000,98900,99300,97100,61131,98000,0,61131,-18994,19699,41432
488,20190307,2019-03-07,98400,98700,98700,97400,77460,98000,400,77460,-20313,29429,48031
487,20190308,2019-03-08,96800,97200,98400,96200,53190,98400,-1600,53190,-2575,816,52374
486,20190311,2019-03-11,97400,96100,98000,95800,61998,96800,600,61998,-12627,9693,52305
485,20190312,2019-03-12,100000,98000,101000,96900,117783,97400,2600,117783,43613,-8829,74170
484,20190313,2019-03-13,101500,101000,102000,99400,69626,100000,1500,69626,-12037,23322,46304
483,20190314,2019-03-14,100000,101500,101500,98800,98222,101500,-1500,98222,-7567,1558,96664
482,20190315,2019-03-15,103500,100000,103500,99900,103599,100000,3500,103599,-1222,31296,72303
481,20190318,2019-03-18,104500,103500,105000,103000,67584,103500,1000,67584,29391,-11845,38193
480,20190319,2019-03-19,104000,103500,105500,103000,61279,104500,-500,61279,2347,4403,54529
479,20190320,2019-03-20,106000,104500,106000,103500,96446,104000,2000,96446,319,25054,71073
478,20190321,2019-03-21,104500,105500,106000,102500,45667,106000,-1500,45667,-290,2368,43299
477,20190322,2019-03-22,104500,103500,105500,103500,41178,104500,0,41178,2592,4233,34353
476,20190325,2019-03-25,101000,102000,103500,100500,44954,104500,-3500,44954,-20508,20592,24362
475,20190326,2019-03-26,102000,101500,103000,100500,45408,101000,1000,45408,-15227,20600,24808
474,20190327,2019-03-27,100000,102000,103000,99700,66410,102000,-2000,66410,1136,4128,61146
473,20190328,2019-03-28,98800,99900,101000,98200,50287,100000,-1200,50287,-12489,16252,34035
472,20190329,2019-03-29,101000,100000,102000,99600,72190,98800,2200,72190,-8112,12665,59525
471,20190401,2019-04-01,101500,101000,102000,100500,32310,101000,500,32310,-8631,8050,24260
470,20190402,2019-04-02,101500,101500,102500,100000,52498,101500,0,52498,-20583,11761,40737
469,20190403,2019-04-03,101500,101500,102000,99500,29585,101500,0,29585,-4503,-2232,29585
468,20190404,2019-04-04,100000,102000,102000,100000,41223,101500,-1500,41223,-9060,-3500,41223
467,20190405,2019-04-05,99700,100500,101000,99300,32687,100000,-300,32687,-6860,5646,27041
466,20190408,2019-04-08,99500,100000,100500,98700,30102,99700,-200,30102,-7811,5431,24671
465,20190409,2019-04-09,99600,99000,101000,98700,42128,99500,100,42128,346,-1538,41782
464,20190410,2019-04-10,99900,100000,101500,99100,33009,99600,300,33009,-1705,2578,30431
463,20190411,2019-04-11,97900,99900,100500,97900,69107,99900,-2000,69107,-27098,10607,58500
462,20190412,2019-04-12,99300,98400,99700,97400,47303,97900,1400,47303,275,5095,41933
461,20190415,2019-04-15,99900,98900,100500,98900,42437,99300,600,42437,896,-5536,41541
460,20190416,2019-04-16,100000,99200,100500,98400,31737,99900,100,31737,3433,-7,28304
459,20190417,2019-04-17,99000,99800,100500,99000,39104,100000,-1000,39104,1064,-2520,38040
458,20190418,2019-04-18,98000,99000,99800,97100,46366,99000,-1000,46366,-4286,-5722,46366
457,20190419,2019-04-19,97900,97900,98700,97700,24736,98000,-100,24736,-4476,3829,20907
456,20190422,2019-04-22,96600,97900,98400,96300,47771,97900,-1300,47771,-19697,8439,39332
455,20190423,2019-04-23,99400,97400,100000,96800,47465,96600,2800,47465,-6868,19248,28217
454,20190424,2019-04-24,99300,99700,101500,98200,75869,99400,-100,75869,-3739,6508,69361
453,20190425,2019-04-25,98600,99800,99800,97600,51340,99300,-700,51340,-3467,138,51202
452,20190426,2019-04-26,98400,97800,99000,97500,41203,98600,-200,41203,-9956,11070,30133
451,20190429,2019-04-29,100000,98900,100500,97400,43217,98400,1600,43217,5672,1138,36407
450,20190430,2019-04-30,101500,100000,102000,100000,123969,100000,1500,123969,22024,-9710,101945
449,20190502,2019-05-02,102500,101000,103500,99800,61280,101500,1000,61280,27729,-7813,33551
448,20190503,2019-05-03,99800,101500,102000,99600,38141,102500,-2700,38141,-11901,-591,38141
447,20190507,2019-05-07,98100,98500,99100,96700,47818,99800,-1700,47818,-17510,3586,44232
446,20190508,2019-05-08,98100,96800,98800,96800,44839,98100,0,44839,-8723,9284,35555
445,20190509,2019-05-09,95100,97600,97600,95100,72034,98100,-3000,72034,-278,-12202,72034
444,20190510,2019-05-10,94900,95500,96000,91000,147260,95100,-200,147260,-25811,10323,136937
443,20190513,2019-05-13,91200,93100,94000,90600,103621,94900,-3700,103621,-30419,7299,96322
442,20190514,2019-05-14,89900,91200,91300,88900,109168,91200,-1300,109168,20402,-29646,88766
441,20190515,2019-05-15,89400,89300,89800,88500,87958,89900,-500,87958,-6756,-13991,87958
440,20190516,2019-05-16,86700,88600,89400,86400,95891,89400,-2700,95891,-12367,-22135,95891
439,20190517,2019-05-17,86500,87800,88200,86500,56945,86700,-200,56945,-7438,221,56724
438,20190520,2019-05-20,86100,86500,87300,86000,43826,86500,-400,43826,-4611,-5336,43826
437,20190521,2019-05-21,86000,85400,86500,85400,48523,86100,-100,48523,6256,-12326,42267
436,20190522,2019-05-22,86200,86000,86500,85400,52299,86000,200,52299,1265,-11948,51034
435,20190523,2019-05-23,85500,86300,86300,83900,68366,86200,-700,68366,-13230,5071,63295
434,20190524,2019-05-24,85500,84700,86200,84600,56422,85500,0,56422,16621,-5838,39801
433,20190527,2019-05-27,85400,85600,86200,84400,21229,85500,-100,21229,3370,-7207,17859
432,20190528,2019-05-28,85100,85500,86100,85100,78817,85400,-300,78817,3089,-8270,75728
