상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,행정동코드,행정동명,도로명주소,lon,lat
D,소매,D26,시계/귀금속소매,D26A03,금은방,G47830,시계 및 귀금속 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 문화로 2, (상리)",127.3012626,36.60181036
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내10길 29, (원리)",127.2998648,36.6006396
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611036000,연서면,"세종특별자치시 연서면 당산로 336, (봉암리)",127.2819636,36.5615378
D,소매,D23,자동차/자동차용품,D23A01,자동차판매,G45110,자동차 신품 판매업,3611034000,금남면,"세종특별자치시 금남면 용포로 57, (용포리)",127.2802891,36.46373644
D,소매,D01,음/식료품소매,D01A13,청과물소매,G47214,과실 및 채소 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내8길 14, (정리)",127.2991399,36.59922946
D,소매,D01,음/식료품소매,D01A03,정육점,G47212,육류 소매업,3611034000,금남면,"세종특별자치시 금남면 대평시장1길 13, (용포리)",127.2819017,36.46672921
F,생활서비스,F02,세탁/가사서비스,F02A01,세탁소/빨래방,S96912,가정용 세탁업,3611025000,조치원읍,"세종특별자치시 조치원읍 허만석로 60, (번암리)",127.2977252,36.58636991
D,소매,D01,음/식료품소매,D01A13,청과물소매,G47214,과실 및 채소 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 도장말길 45, (죽림리)",127.2955144,36.59107919
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611025000,조치원읍,"세종특별자치시 조치원읍 장안로 35, (남리)",127.30175,36.59857789
O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원2길 38, (정리)",127.2976172,36.59951789
F,생활서비스,F01,이/미용/건강,F01A04,남성미용실,S96111,이용업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 150, (교리)",127.2975883,36.6051773
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 76, (정리)",127.2987311,36.59870435
D,소매,D10,건강/미용식품,D10A07,건강원,G47216,건강보조식품 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 76, (정리)",127.2987311,36.59870435
D,소매,D07,가정/주방/인테리어,D07A10,조명기구/전기용품,G47591,전기용품 및 조명장치 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 허만석로 75, (죽림리)",127.2980567,36.58801206
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611034000,금남면,"세종특별자치시 금남면 용포로 82, (용포리)",127.281519,36.46587975
F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,3611034000,금남면,"세종특별자치시 금남면 용포로 84, (용포리)",127.2815287,36.46603302
Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내5길 8, (정리)",127.2982317,36.5983139
D,소매,D05,의복의류,D05A18,섬유/직물/주단,G47419,"기타 섬유, 직물 및 의복액세서리 소매업",3611025000,조치원읍,"세종특별자치시 조치원읍 새내8길 22-13, (정리, 풍산아파트)",127.3003532,36.59854266
D,소매,D03,종합소매점,D03A02,수퍼마켓,G47121,슈퍼마켓,3611034000,금남면,"세종특별자치시 금남면 용포로 67, (용포리)",127.2809157,36.46474959
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611025000,조치원읍,"세종특별자치시 조치원읍 이화로 26, (신흥리)",127.2877553,36.59264624
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 장안1길 17, (명리)",127.3020681,36.6004813
N,관광/여가/오락,N01,PC/오락/당구/볼링등,N01A03,당구장,R91135,당구장 운영업,3611035000,장군면,"세종특별자치시 장군면 대학길 194, (금암리)",127.2114321,36.45540666
D,소매,D12,가전제품소매,D12A01,일반가전제품,G47320,가전제품 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 대첩로 36, (신흥리)",127.2920638,36.59568194
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 159, (침산리, 욱일2차)",127.2941772,36.60292216
O,숙박,O02,모텔/여관/여인숙,O02A01,모텔/여관/여인숙,I55112,여관업,3611025000,조치원읍,"세종특별자치시 조치원읍 문화로 8, (상리)",127.3012922,36.60224311
D,소매,D16,화장품소매,D16A01,화장품판매점,G47813,화장품 및 방향제 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원5길 10, (원리)",127.299351,36.60183519
Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,3611051000,한솔동,"세종특별자치시 금송로 687, (가람동)",127.2509879,36.47089212
Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 장안로 18-5, (정리)",127.301145,36.59997121
D,소매,D18,사진/광학/정밀기기소매,D18A04,안경원,G47822,안경 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 세종로 2639, (신안리)",127.2880984,36.61976556
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원5길 34-5, (교리)",127.2993516,36.60300676
D,소매,D07,가정/주방/인테리어,D07A01,인테리어/욕실용품/커튼,G47599,그외 기타 분류안된 가정용품 소매업,3611034000,금남면,"세종특별자치시 금남면 바람재로 2, (감성리)",127.2883604,36.44003746
D,소매,D01,음/식료품소매,D01A13,청과물소매,G47214,과실 및 채소 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내9길 21, (정리)",127.2971539,36.60007391
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611025000,조치원읍,"세종특별자치시 조치원읍 이화1로 15, (신흥리, 신흥이편한세상아파트)",127.2850543,36.5934682
D,소매,D07,가정/주방/인테리어,D07A10,조명기구/전기용품,G47591,전기용품 및 조명장치 소매업,3611033000,부강면,"세종특별자치시 부강면 부촌길 28-3, (부강리)",127.3676691,36.5288763
D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,3611025000,조치원읍,"세종특별자치시 조치원읍 새내11길 19, (원리)",127.2968572,36.60198272
F,생활서비스,F02,세탁/가사서비스,F02A04,방앗간/정미소,,,3611039000,소정면,"세종특별자치시 소정면 소정구길 249, (대곡리)",127.1595428,36.72563779
D,소매,D01,음/식료품소매,D01A07,반찬가게,G47219,기타 식료품 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 문화로 28-1, (평리)",127.3009625,36.60409767
F,생활서비스,F14,자동차/이륜차,F14A04,세차장,S95213,자동차 세차업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 34, (죽림리)",127.2992027,36.59228152
D,소매,D13,책/서적/도서,D13A03,서적/신문소매,G47611,서적 및 잡지류 소매업,3611035000,장군면,"세종특별자치시 장군면 월현윗길 162-1, (봉안리)",127.2290522,36.50114156
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내8길 16-2, (정리)",127.2995791,36.59886255
Q,음식,Q07,패스트푸드,Q07A10,토스트전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",3611025000,조치원읍,"세종특별자치시 조치원읍 홍익길 16, (신안리)",127.2889737,36.62184356
Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 101, (신흥리)",127.2952662,36.59748531
D,소매,D17,예술품/골동품/수석/분재,D17A02,골동품판매,G47841,예술품 및 골동품 소매업,3611032000,연동면,"세종특별자치시 연동면 청연로 639, (송용리)",127.322633,36.56093765
D,소매,D06,가방/신발/액세서리,D06A01,신발소매,G47420,신발 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 장안2길 36, (명리)",127.3025561,36.59966405
Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 번영2길 15, (남리)",127.3003757,36.59604645
D,소매,D03,종합소매점,D03A02,수퍼마켓,G47121,슈퍼마켓,3611031000,연기면,"세종특별자치시 연기면 당산로 127, (연기리)",127.2773237,36.54514374
F,생활서비스,F02,세탁/가사서비스,F02A01,세탁소/빨래방,S96912,가정용 세탁업,3611025000,조치원읍,"세종특별자치시 조치원읍 세종로 2639, (신안리)",127.2880984,36.61976556
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611025000,조치원읍,"세종특별자치시 조치원읍 행복8길 2, (침산리)",127.2912916,36.60313033
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611034000,금남면,"세종특별자치시 금남면 용포로 69-2, (용포리)",127.2808248,36.46492928
F,생활서비스,F01,이/미용/건강,F01A02,발/네일케어,S96119,기타미용업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원7길 18, (원리)",127.3004968,36.60244573
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 72, 101동  (죽림리, 삼일)",127.2971306,36.59525231
Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내12길 51, (교리)",127.3006961,36.60265417
Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내12길 51, (교리)",127.3006961,36.60265417
Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,3611038000,전동면,"세종특별자치시 전동면 운주산로 392, (노장리)",127.2635513,36.6557815
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 내창1길 27-1, (서창리)",127.2907098,36.60807449
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611025000,조치원읍,"세종특별자치시 조치원읍 이화로 5, (신흥리, 신흥주공)",127.2886976,36.59469761
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611031000,연기면,"세종특별자치시 연기면 당산로 178, (연기리)",127.2784717,36.5490169
F,생활서비스,F01,이/미용/건강,F01A03,비만/피부관리,,,3611031000,연기면,"세종특별자치시 연기면 당산로 147, (연기리)",127.2786176,36.54653945
D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,3611035000,장군면,"세종특별자치시 장군면 봉안산소골길 12-2, (봉안리)",127.2215864,36.49981336
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 67, (죽림리)",127.296944,36.59487271
D,소매,D14,운동/경기용품소매,D14A01,운동/경기용품,G47631,운동 및 경기용품 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내2길 17, (남리)",127.2997875,36.59682704
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611034000,금남면,"세종특별자치시 금남면 용포로 97-6, (용포리)",127.2813252,36.46753684
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611034000,금남면,"세종특별자치시 금남면 세종로 470, (발산리)",127.278888,36.46081702
Q,음식,Q09,유흥주점,Q09A01,호프/맥주,I56219,기타 주점업,3611037000,전의면,"세종특별자치시 전의면 운주산로 1188, (읍내리)",127.2050351,36.67934999
Q,음식,Q01,한식,Q01A99,기타고기요리,I56111,한식 음식점업,3611032000,연동면,"세종특별자치시 연동면 태산로 64-17, (명학리)",127.3492574,36.52860604
D,소매,D01,음/식료품소매,D01A13,청과물소매,G47214,과실 및 채소 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원6길 13-2, (원리)",127.2996844,36.60080977
Q,음식,Q15,부페,Q15A01,종합부페,,,3611034000,금남면,"세종특별자치시 금남면 용포로 119-43, (용포리)",127.2793242,36.46793934
Q,음식,Q02,중식,Q02A00,중국음식/중국집,I56112,중식 음식점업,3611036000,연서면,"세종특별자치시 연서면 용연로 763, (와촌리)",127.2601614,36.55873692
Q,음식,Q01,한식,Q01A02,갈비/삼겹살,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원5길 34-3, (교리)",127.2991394,36.60298749
Q,음식,Q01,한식,Q01A14,추어탕전문,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원8길 27, (정리)",127.3008617,36.60040213
F,생활서비스,F02,세탁/가사서비스,F02A01,세탁소/빨래방,S96912,가정용 세탁업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원8길 71, (남리)",127.3011585,36.59847529
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내8길 12, (정리)",127.2989727,36.5991744
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611034000,금남면,"세종특별자치시 금남면 대평시장1길 6, (용포리)",127.2818976,36.46595413
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611034000,금남면,"세종특별자치시 금남면 용포로 79-6, (용포리)",127.2808812,36.46607418
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611033000,부강면,"세종특별자치시 부강면 부강4길 5-1, (부강리)",127.3671872,36.52909905
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 102, (침산리)",127.2956787,36.5975959
Q,음식,Q01,한식,Q01A05,해장국/감자탕,I56111,한식 음식점업,3611036000,연서면,"세종특별자치시 연서면 당산로 283, (봉암리)",127.2781267,36.55848656
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611032000,연동면,"세종특별자치시 연동면 내송길 15-1, (내판리)",127.3262378,36.55876812
F,생활서비스,F02,세탁/가사서비스,F02A01,세탁소/빨래방,S96912,가정용 세탁업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원로 49-1, (상리)",127.3020979,36.60213969
R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,3611025000,조치원읍,"세종특별자치시 조치원읍 도원로 16, (죽림리, 자이아파트)",127.2908988,36.59108787
D,소매,D03,종합소매점,D03A02,수퍼마켓,G47121,슈퍼마켓,3611025000,조치원읍,"세종특별자치시 조치원읍 도원로 16, (죽림리, 자이아파트)",127.2908988,36.59108787
F,생활서비스,F16,주유소/충전소,F16A01,주유소,G47711,차량용 주유소 운영업,3611035000,장군면,"세종특별자치시 장군면 장기초교길 6, (도계리)",127.2066196,36.49741667
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 허만석로 43, (번암리)",127.2957861,36.58577268
D,소매,D07,가정/주방/인테리어,D07A15,유리/페인트/철물건축자재,G47519,"페인트, 유리 및 기타 건설자재 소매업",3611025000,조치원읍,"세종특별자치시 조치원읍 대동학교길 26, (신흥리)",127.2953885,36.59632348
D,소매,D08,사무/문구/컴퓨터,D08A01,사무/문구용품,G47612,문구용품 소매업,3611034000,금남면,"세종특별자치시 금남면 용포로 109, (용포리)",127.2815311,36.46819598
D,소매,D07,가정/주방/인테리어,D07A15,유리/페인트/철물건축자재,G47519,"페인트, 유리 및 기타 건설자재 소매업",3611033000,부강면,"세종특별자치시 부강면 부강5길 21, (부강리)",127.369265,36.52900191
D,소매,D03,종합소매점,D03A03,잡화점,G47190,그외 기타 종합 소매업,3611038000,전동면,"세종특별자치시 전동면 모산고개길 102-11, (미곡리)",127.2272877,36.66939411
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 내창2길 7, (서창리)",127.2899497,36.60685334
D,소매,D01,음/식료품소매,D01A13,청과물소매,G47214,과실 및 채소 소매업,3611034000,금남면,"세종특별자치시 금남면 도암영곡길 17-14, (도암리)",127.2835474,36.44550618
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 152, (교리)",127.2975863,36.60539358
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 72, 101동  (죽림리, 삼일)",127.2971306,36.59525231
Q,음식,Q01,한식,Q01A05,해장국/감자탕,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 문화로 18, (평리)",127.3011167,36.60310724
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611034000,금남면,"세종특별자치시 금남면 용포로 113, (용포리)",127.2812168,36.46840136
Q,음식,Q03,일식/수산물,Q03A07,민물장어전문,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 큰말2길 8-3, (신흥리)",127.2896495,36.59570363
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611039000,소정면,"세종특별자치시 소정면 소정샘골길 3, (소정리)",127.1576826,36.72067716
Q,음식,Q09,유흥주점,Q09A03,꼬치구이전문점,I56219,기타 주점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내12길 53, (교리)",127.3008641,36.60261911
Q,음식,Q09,유흥주점,Q09A02,소주방/포장마차,I56219,기타 주점업,3611036000,연서면,"세종특별자치시 연서면 당산로 336, (봉암리)",127.2819636,36.5615378
F,생활서비스,F14,자동차/이륜차,F14A05,광택전문,S95213,자동차 세차업,3611025000,조치원읍,"세종특별자치시 조치원읍 행복길 7, (침산리)",127.2905069,36.603378
Q,음식,Q05,닭/오리요리,Q05A09,오리고기전문,I56111,한식 음식점업,3611036000,연서면,"세종특별자치시 연서면 도신고복로 911-6, (고복리)",127.2481278,36.61313955
Q,음식,Q05,닭/오리요리,Q05A08,후라이드/양념치킨,I56193,치킨 전문점,3611037000,전의면,"세종특별자치시 전의면 장터길 9, (읍내리)",127.2055209,36.67889363
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원3길 2, (원리)",127.2987729,36.60149834
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 산막2길 7, (죽림리, 신동아)",127.2968029,36.59318662
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 127, (침산리)",127.2950209,36.59987206
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 죽림본로 5, (죽림리)",127.2982041,36.59148258
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611037000,전의면,"세종특별자치시 전의면 왕의물로 407, (관정리)",127.2112921,36.71304193
Q,음식,Q03,일식/수산물,Q03A05,해물찜/탕전문,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 장안로 43, (남리)",127.3019694,36.59779512
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 장안로 52, (남리)",127.3013842,36.59699863
Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,3611034000,금남면,"세종특별자치시 금남면 용포로 72-6, (용포리)",127.2817043,36.46514186
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611034000,금남면,"세종특별자치시 금남면 용포로 90, (용포리)",127.2817345,36.46670117
Q,음식,Q03,일식/수산물,Q03A07,민물장어전문,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 문화2길 68, (침산리)",127.288747,36.60270963
Q,음식,Q09,유흥주점,Q09A10,룸살롱/단란주점,I56211,일반유흥 주점업,3611039000,소정면,"세종특별자치시 소정면 소정구길 169, (소정리)",127.1565116,36.719245
Q,음식,Q03,일식/수산물,Q03A13,낙지/오징어,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 대첩로 56, (신흥리)",127.2898323,36.59526313
Q,음식,Q05,닭/오리요리,Q05A04,찜닭전문점,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원4길 112, (남리)",127.2994676,36.59635653
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 세종로 2163, (번암리)",127.2926068,36.58026549
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611051000,한솔동,"세종특별자치시 노을3로 14, (한솔동, 첫마을퍼스트프라임1단지)",127.2571609,36.48234018
D,소매,D01,음/식료품소매,D01A06,육류소매,G47212,육류 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 문화로 2-1, (상리)",127.3012391,36.60193639
D,소매,D05,의복의류,D05A06,맞춤양장/양장점,G47413,남녀용 정장 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내12길 3, (교리)",127.2983271,36.60258618
F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,3611038000,전동면,"세종특별자치시 전동면 전동로 25, (노장리)",127.2681171,36.6555483
Q,음식,Q03,일식/수산물,Q03A09,조개구이전문,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 문화로 12, (상리)",127.3012337,36.60253116
R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,3611025000,조치원읍,"세종특별자치시 조치원읍 새내14길 7, (교리)",127.2980411,36.60331447
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611037000,전의면,"세종특별자치시 전의면 운주산로 1252, (읍내리)",127.1980656,36.68033963
R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,3611033000,부강면,"세종특별자치시 부강면 부강신대길 53, (부강리, 삼호)",127.3634687,36.53180996
F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 217, (서창리)",127.2962919,36.61129785
F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,3611025000,조치원읍,"세종특별자치시 조치원읍 산책1길 30, (남리)",127.3016538,36.59436868
F,생활서비스,F14,자동차/이륜차,F14A01,자동차정비/카센타,,,3611034000,금남면,"세종특별자치시 금남면 금남구즉로 473, (황용리)",127.3282581,36.48017506
D,소매,D08,사무/문구/컴퓨터,D08A03,컴퓨터/사무용기기종합,G47311,"컴퓨터 및 주변장치, 소프트웨어 소매업",3611025000,조치원읍,"세종특별자치시 조치원읍 세종로 2511, (서창리)",127.2910008,36.61169005
R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,3611034000,금남면,"세종특별자치시 금남면 용포2길 70, (용포리, 두진리버빌)",127.2797133,36.46326433
F,생활서비스,F07,물품기기대여,F07A11,렌트카,L69110,자동차 임대업,3611025000,조치원읍,"세종특별자치시 조치원읍 죽림로 56, (죽림리)",127.2978081,36.59202097
D,소매,D21,철물/난방/건설자재소매,D21A06,철물/건설자재소매,G47511,철물 및 난방용구 소매업,3611035000,장군면,"세종특별자치시 장군면 산학리길 18, (은용리)",127.2159609,36.49313455
D,소매,D01,음/식료품소매,D01A01,식료품점,G47219,기타 식료품 소매업,3611025000,조치원읍,"세종특별자치시 조치원읍 군청로 23, (번암리, 번암주공)",127.2935987,36.58668798
Q,음식,Q01,한식,Q01A99,기타고기요리,I56111,한식 음식점업,3611037000,전의면,"세종특별자치시 전의면 운주산로 1410-12, (유천리)",127.1816497,36.68267017
D,소매,D02,선물/팬시/기념품,D02A02,꽃집/꽃배달,G47851,화초 및 산식물 소매업,3611038000,전동면,"세종특별자치시 전동면 봉대2길 33, (봉대리)",127.2685757,36.68391171
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611036000,연서면,"세종특별자치시 연서면 안산길 146, (고복리)",127.2384565,36.60647233
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611034000,금남면,"세종특별자치시 금남면 용포로 43, (용포리)",127.2803675,36.46250223
F,생활서비스,F01,이/미용/건강,F01A01,여성미용실,S96112,두발미용업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 30, (죽림리)",127.2989388,36.59180233
Q,음식,Q05,닭/오리요리,Q05A01,삼계탕전문,I56111,한식 음식점업,3611025000,조치원읍,"세종특별자치시 조치원읍 으뜸길 227-1, (원리)",127.2963792,36.60169151
R,학문/교육,R01,학원-보습교습입시,R01A01,학원-입시,P85501,일반 교과 학원,3611051000,한솔동,"세종특별자치시 누리로 27, (한솔동, 첫마을힐스테이트6단지)",127.2515217,36.47572602
F,생활서비스,F16,주유소/충전소,F16A01,주유소,G47711,차량용 주유소 운영업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 182, (서창리)",127.2972905,36.6084289
Q,음식,Q01,한식,Q01A01,한식/백반/한정식,I56111,한식 음식점업,3611039000,소정면,"세종특별자치시 소정면 세종로 4689, (대곡리)",127.1647707,36.72875662
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611051000,한솔동,"세종특별자치시 노을1로 16, 202동  (한솔동, 첫마을퍼스트프라임2단지)",127.2606235,36.48084763
D,소매,D03,종합소매점,D03A01,편의점,G47122,체인화 편의점,3611051000,한솔동,"세종특별자치시 나리1로 16, 301동  (한솔동, 첫마을퍼스트프라임3단지)",127.2590393,36.47727798
D,소매,D02,선물/팬시/기념품,D02A02,꽃집/꽃배달,G47851,화초 및 산식물 소매업,3611033000,부강면,"세종특별자치시 부강면 시목부강로 612, (부강리)",127.3779506,36.51950357
D,소매,D05,의복의류,D05A01,일반의류,G47416,셔츠 및 기타 의복 소매업,3611037000,전의면,"세종특별자치시 전의면 운주산로 1185, (읍내리)",127.2053055,36.67916255
D,소매,D07,가정/주방/인테리어,D07A15,유리/페인트/철물건축자재,G47519,"페인트, 유리 및 기타 건설자재 소매업",3611039000,소정면,"세종특별자치시 소정면 궁리길 16-3, (대곡리)",127.1595587,36.72623268
L,부동산,L01,부동산중개,L01A01,부동산중개,L68221,부동산 자문 및 중개업,3611051000,한솔동,"세종특별자치시 나리1로 16, 301동  (한솔동, 첫마을퍼스트프라임3단지)",127.2590393,36.47727798
D,소매,D25,기타판매업,D25A12,LPG판매,G47723,가정용 가스연료 소매업,3611037000,전의면,"세종특별자치시 전의면 의당전의로 958-21, (읍내리)",127.200957,36.67663716
D,소매,D18,사진/광학/정밀기기소매,D18A02,핸드폰소매,G47312,통신기기 소매업,3611051000,한솔동,"세종특별자치시 노을1로 16, 202동  (한솔동, 첫마을퍼스트프라임2단지)",127.2606235,36.48084763
