시군구,단지명,전용면적(㎡),거래금액(만원),층,계약년월,계약일,분/입구분,해제사유발생일
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",84.9676,"        40,812",12,201712,4,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",101.7203,"        45,418",12,201712,5,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",84.975,"        40,580",15,201712,5,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",84.975,"        32,779",2,201712,6,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",84.9676,"        38,712",5,201712,7,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",101.7203,"        48,901",14,201712,7,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",74.9668,"        36,978",17,201712,8,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",59.9843,"        30,415",12,201712,8,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",84.975,"        38,158",29,201712,9,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",84.9676,"        40,200",29,201712,11,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",107.711,"        48,382",10,201712,11,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",59.9843,"        29,415",6,201712,11,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",101.7203,"        52,366",10,201712,12,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",84.9676,"        36,633",29,201712,12,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",101.7203,"        45,971",6,201712,12,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",84.9676,"        40,998",16,201712,12,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",74.9668,"        35,750",9,201712,13,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",59.9843,"        31,215",7,201712,13,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",113.9836,"        52,104",12,201712,13,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",59.9843,"        29,543",4,201712,15,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",59.9843,"        29,415",9,201712,18,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",101.7203,"        51,701",7,201712,19,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",84.9676,"        41,246",24,201712,19,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",59.9843,"        31,215",5,201712,19,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",101.7203,"        38,895",1,201712,20,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",59.9843,"        29,415",8,201712,21,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",101.7203,"        40,506",2,201712,21,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",59.9843,"        31,415",8,201712,22,분,
세종특별자치시 다정동,"가온마을 1단지 (2-1,힐스테이트)",101.7203,"        53,363",16,201712,29,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5847,"        29,280",17,201701,2,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        28,104",2,201701,4,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        35,040",10,201701,5,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        41,527",9,201701,7,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        37,197",12,201701,8,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        34,154",12,201701,9,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        29,214",8,201701,9,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        33,954",10,201701,10,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        40,244",16,201701,12,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        35,504",7,201701,13,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        35,854",9,201701,17,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        34,434",4,201701,18,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        27,364",5,201701,18,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        36,897",11,201701,19,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        41,527",8,201701,20,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        31,764",1,201701,23,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        28,904",2,201702,2,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        35,717",2,201702,10,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        42,247",16,201702,12,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        28,064",1,201702,12,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5847,"        28,970",12,201702,15,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        34,374",4,201702,16,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        29,014",6,201702,16,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        40,827",9,201702,17,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        31,804",2,201702,18,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        32,714",12,201702,20,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        33,424",3,201702,20,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        34,504",12,201702,23,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        40,827",5,201702,25,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        34,094",6,201702,28,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        35,644",16,201703,3,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        40,997",21,201703,4,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9572,"        35,278",11,201703,5,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        30,444",3,201703,5,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        32,184",1,201703,6,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        35,144",16,201703,6,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        29,714",7,201703,7,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        30,924",3,201703,9,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        38,004",9,201703,10,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        36,874",4,201703,12,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        38,004",6,201703,12,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        41,227",7,201703,14,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        40,527",6,201703,15,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        40,627",5,201703,16,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        41,597",10,201703,17,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        36,654",14,201703,18,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        36,954",10,201703,18,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        38,707",3,201703,19,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        39,697",12,201703,21,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        36,137",2,201703,22,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        35,454",11,201703,23,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        40,227",5,201703,23,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        43,527",13,201703,27,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        37,274",16,201703,30,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        29,604",2,201704,3,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        31,144",3,201704,4,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        33,294",5,201704,7,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        30,524",3,201704,11,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        37,317",2,201704,15,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        30,914",7,201704,17,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        31,534",4,201704,17,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        35,865",14,201704,17,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        43,927",13,201704,20,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        36,754",5,201704,22,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        30,304",2,201704,22,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        38,554",15,201704,23,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        38,554",15,201704,23,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9572,"        37,778",14,201704,29,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        38,154",11,201705,1,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        36,004",9,201705,2,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        36,547",1,201705,2,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",107.042,"        39,974",2,201705,3,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        41,497",9,201705,9,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        44,007",13,201705,10,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        42,527",15,201705,11,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        41,577",4,201705,11,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        35,654",5,201705,12,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        45,027",10,201705,13,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        35,604",2,201705,13,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        43,027",12,201705,14,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        43,027",8,201705,15,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        36,487",3,201705,16,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9572,"        32,908",3,201705,16,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        38,654",13,201705,17,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        42,527",5,201705,18,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        35,004",7,201705,18,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        43,627",13,201705,18,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        41,257",4,201705,18,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        40,094",17,201705,20,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        41,557",4,201705,21,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        39,154",11,201705,21,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        42,597",13,201705,22,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        46,077",11,201705,23,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        37,294",13,201705,23,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        43,747",16,201705,24,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        40,414",6,201705,25,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        42,497",6,201705,25,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        32,772",13,201705,25,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        36,310",6,201705,25,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        45,027",9,201705,25,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        37,357",4,201705,25,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        35,810",11,201705,26,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        39,077",4,201705,27,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        39,534",17,201705,27,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        36,272",5,201705,28,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        37,504",12,201705,28,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5847,"        33,270",15,201705,29,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        33,794",5,201705,29,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        45,027",8,201705,30,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        46,027",7,201705,30,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        43,027",14,201705,30,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        38,234",3,201705,31,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        40,004",14,201706,1,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        30,064",1,201706,1,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        38,534",4,201706,2,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        28,484",1,201706,3,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        49,527",14,201706,5,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        40,654",5,201706,5,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9572,"        35,808",2,201706,5,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        41,004",6,201706,6,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        43,027",13,201706,7,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        37,604",2,201706,8,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        37,747",1,201706,8,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        43,027",8,201706,9,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        45,027",8,201706,9,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        42,317",10,201706,10,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        45,027",13,201706,12,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        39,687",3,201706,12,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        32,064",1,201706,12,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        37,294",15,201706,12,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        42,087",19,201706,13,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        45,027",8,201706,13,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        44,527",9,201706,14,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        38,310",9,201706,15,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        33,714",5,201706,15,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        44,004",11,201706,16,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        45,957",4,201706,16,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        40,057",4,201706,19,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        42,504",5,201706,20,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        32,664",3,201706,25,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        50,027",9,201706,28,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",104.9833,"        44,396",8,201706,29,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        46,287",16,201706,29,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        32,764",6,201706,29,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        32,544",3,201706,30,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        29,647",4,201706,30,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5847,"        32,250",4,201706,30,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        39,272",8,201707,3,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        36,294",10,201707,4,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5847,"        31,740",3,201707,5,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5847,"        36,280",18,201707,6,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        42,154",5,201707,6,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        47,027",10,201707,7,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        36,104",2,201707,8,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        46,404",8,201707,8,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        43,004",11,201707,8,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5847,"        35,770",14,201707,10,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        41,004",14,201707,11,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        44,644",19,201707,11,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        37,214",5,201707,11,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        45,027",5,201707,12,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        36,794",6,201707,13,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        45,437",14,201707,13,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        43,004",13,201707,14,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        43,004",13,201707,14,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        32,184",4,201707,15,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        45,034",16,201707,15,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        40,154",10,201707,17,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        45,727",14,201707,18,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        40,774",16,201707,18,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",135.9534,"        50,066",2,201707,18,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        45,287",16,201707,19,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        40,154",8,201707,20,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        34,214",5,201707,21,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        39,310",12,201707,21,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        40,534",4,201707,23,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        33,184",4,201707,24,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        45,004",8,201707,24,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        36,012",4,201707,25,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        43,504",10,201707,26,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        29,104",2,201707,26,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        36,184",4,201707,27,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        39,234",3,201707,31,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        39,310",7,201707,31,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        39,000",6,201707,31,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5847,"        34,580",19,201708,4,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        38,294",14,201708,6,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        36,144",18,201708,8,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        36,364",16,201708,12,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        45,247",16,201708,12,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        44,027",14,201708,12,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        35,294",13,201708,14,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        36,594",14,201708,14,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        36,772",9,201708,16,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        36,954",5,201708,18,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        35,714",5,201708,18,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        43,027",9,201708,19,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        36,294",15,201708,21,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        41,207",8,201708,21,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        32,464",3,201708,21,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        31,144",3,201708,21,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5847,"        31,570",6,201708,22,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        39,817",2,201708,26,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        42,927",12,201708,28,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        33,034",4,201708,29,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        35,994",14,201708,29,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",104.9833,"        42,396",6,201708,30,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        39,534",4,201708,31,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        39,387",3,201709,1,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        37,854",10,201709,2,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        36,014",8,201709,4,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        43,977",10,201709,4,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        34,534",4,201709,5,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        40,274",17,201709,5,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        38,617",2,201709,6,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        41,357",4,201709,8,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5531,"        36,764",16,201709,16,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.4773,"        32,884",4,201709,20,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5847,"        30,770",5,201709,21,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",97.5713,"        42,097",11,201709,22,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",75.5847,"        33,770",11,201709,22,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        43,027",9,201709,23,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        44,447",18,201709,25,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        42,104",13,201709,26,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.902,"        41,304",7,201709,30,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        36,354",5,201710,2,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",98.7065,"        40,387",3,201710,10,분,
세종특별자치시 다정동,"가온마을 2단지(2-1 한신,제일)",84.9687,"        36,724",3,201710,13,분,
