계약년월,계약일,시군구,본번,부번,단지명,전용면적(㎡),거래금액(만원),층,건축년도,해제사유발생일
201802,24,세종특별자치시 조치원읍 죽림리,393,0,조치원신동아파밀리에,84.8375,"17,600",8,2008,
201802,24,세종특별자치시 조치원읍 죽림리,72,0,죽림우방유셀,104.6021,"20,000",3,2008,
201802,24,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"30,500",16,2014,
201802,24,세종특별자치시 종촌동,654,0,가재마을11단지,59.614,"26,000",1,2013,
201802,24,세종특별자치시 종촌동,652,0,가재마을12단지,84.9941,"41,500",13,2015,
201802,24,세종특별자치시 종촌동,652,0,가재마을12단지,84.9941,"38,000",3,2015,
201802,24,세종특별자치시 종촌동,683,0,가재마을2단지,59.8652,"29,000",10,2014,
201802,24,세종특별자치시 종촌동,649,0,가재마을7단지,84.994,"40,300",17,2014,
201802,24,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),84.87,"38,800",8,2011,
201802,24,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),84.91,"37,500",3,2011,
201802,24,세종특별자치시 한솔동,947,0,첫마을3단지(퍼스트프라임),59.83,"29,800",3,2011,
201802,24,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),101.54,"34,900",6,2012,
201802,24,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.7,"26,400",5,2012,
201802,25,세종특별자치시 고운동,1705,0,가락마을5단지(유승한내들),59.9013,"26,350",8,2015,
201802,25,세종특별자치시 나성동,712,0,세종퍼스트타워,22.686,"7,900",4,2013,
201802,25,세종특별자치시 어진동,603,0,더샵센트럴시티,84.73,"57,000",15,2013,
201802,25,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,125.7081,"23,500",6,2013,
201802,25,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"28,500",19,2014,
201802,25,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"29,900",9,2014,
201802,25,세종특별자치시 종촌동,683,0,가재마을2단지,84.9893,"36,800",9,2014,
201802,25,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),84.94,"31,200",23,2015,
201802,25,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.94,"28,500",19,2015,
201802,25,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),84.99,"34,500",8,2015,
201802,25,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.98,"27,900",9,2015,
201802,25,세종특별자치시 종촌동,697,0,가재마을9단지,84.924,"42,300",19,2014,
201802,25,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),84.12,"34,750",14,2012,
201802,25,세종특별자치시 한솔동,976,0,첫마을7단지(래미안),84.39,"38,700",16,2012,
201802,26,세종특별자치시 고운동,1390,0,가락마을21단지(에듀포레),84.967,"33,400",17,2015,
201802,26,세종특별자치시 고운동,1705,0,가락마을5단지(유승한내들),84.8974,"31,600",17,2015,
201802,26,세종특별자치시 고운동,1408,0,가락마을9단지(신동아 파밀리에),59.972,"26,000",14,2015,
201802,26,세종특별자치시 나성동,715,0,우빈가온,33.29,"13,000",4,2015,
201802,26,세종특별자치시 도담동,636,0,도램마을18단지(모아미래도),84.945,"35,100",3,2015,
201802,26,세종특별자치시 조치원읍 서창리,133,10,두진한라,59.64,"6,500",5,1991,
201802,26,세종특별자치시 조치원읍 신흥리,393,0,신흥주공,49.29,"10,500",10,1999,
201802,26,세종특별자치시 종촌동,654,0,가재마을11단지,59.614,"32,800",12,2013,
201802,26,세종특별자치시 한솔동,947,0,첫마을3단지(퍼스트프라임),59.61,"27,700",3,2011,
201802,26,세종특별자치시 한솔동,976,0,첫마을7단지(래미안),59.1,"25,500",11,2012,
201802,27,세종특별자치시 도담동,853,0,도램마을10단지 호반 어반시티,84.757,"42,000",3,2014,
201802,27,세종특별자치시 도담동,636,0,도램마을18단지(모아미래도),84.945,"33,000",1,2015,
201802,27,세종특별자치시 새롬동,605,0,새뜸마을5단지(메이저시티),84.9645,"45,000",5,2017,
201802,27,세종특별자치시 소담동,3302,6,새샘마을6단지(한신더휴펜타힐스),84.75,"44,200",18,2017,
201802,27,세종특별자치시 어진동,603,0,더샵센트럴시티,84.73,"50,800",7,2013,
201802,27,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6682,"20,300",10,2008,
201802,27,세종특별자치시 조치원읍 침산리,89,0,욱일아파트,59.999,"13,000",17,1996,
201802,27,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"30,000",9,2014,
201802,27,세종특별자치시 종촌동,656,0,가재마을10단지,84.9365,"34,500",1,2014,
201802,27,세종특별자치시 종촌동,679,0,가재마을3단지,84.696,"32,650",1,2015,
201802,27,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.7,"27,500",8,2012,
201802,28,세종특별자치시 고운동,1395,0,가락마을16단지(에듀그린),59.9964,"25,200",9,2015,
201802,28,세종특별자치시 고운동,1390,0,가락마을21단지(에듀포레),99.9434,"35,300",8,2015,
201802,28,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,"9,800",10,2000,
201802,28,세종특별자치시 도담동,853,0,도램마을10단지 호반 어반시티,84.928,"46,100",8,2014,
201802,28,세종특별자치시 도담동,853,0,도램마을10단지 호반 어반시티,84.757,"46,500",7,2014,
201802,28,세종특별자치시 도담동,651,0,엘가도램마을12단지,98.047,"46,000",15,2014,
201802,28,세종특별자치시 도담동,627,0,엘가에코힐(도램마을5단지),59.8808,"32,500",15,2015,
201802,28,세종특별자치시 소담동,00M3,0,새샘마을3단지(모아미래도리버시티),97.994,"63,000",13,2016,
201802,28,세종특별자치시 아름동,1297,0,범지기마을3단지(중흥에듀하이),96.1416,"38,000",5,2015,
201802,28,세종특별자치시 아름동,1284,0,범지기마을7단지 호반에코시티,84.893,"38,000",21,2014,
201802,28,세종특별자치시 조치원읍 남리,456,0,다원파크리안,83.256,"12,200",2,2003,
201802,28,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),118.198,"28,300",15,2008,
201802,28,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"18,000",5,2008,
201802,28,세종특별자치시 조치원읍 침산리,89,0,욱일아파트,84.99,"14,500",11,1996,
201803,1,세종특별자치시 고운동,1409,0,가락마을11단지(중흥에듀카운티),84.9837,"33,000",17,2016,
201803,1,세종특별자치시 고운동,1409,0,가락마을11단지(중흥에듀카운티),73.713,"28,500",22,2016,
201803,1,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,"8,500",15,2000,
201803,1,세종특별자치시 나성동,712,0,세종퍼스트타워,22.686,"8,000",6,2013,
201803,1,세종특별자치시 대평동,706,0,해들마을2단지,84.66,"37,797",2,2018,
201803,1,세종특별자치시 도담동,858,0,도램마을 14단지(한림풀에버),99.986,"59,000",14,2015,
201803,1,세종특별자치시 도담동,853,0,도램마을10단지 호반 어반시티,84.928,"46,700",27,2014,
201803,1,세종특별자치시 도담동,633,0,도램마을20단지(에듀파크),84.96,"39,000",20,2014,
201803,1,세종특별자치시 도담동,633,0,도램마을20단지(에듀파크),84.857,"40,000",15,2014,
201803,1,세종특별자치시 소담동,598,0,새샘마을5단지(한양수자인엘시티),59.4544,"32,500",13,2017,
201803,1,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),84.9238,"34,750",9,2014,
201803,1,세종특별자치시 조치원읍 죽림리,389,0,죽림대우푸르지오,104.9044,"22,000",13,2007,
201803,1,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"29,700",14,2014,
201803,1,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"31,500",16,2014,
201803,1,세종특별자치시 종촌동,656,0,가재마을10단지,84.9365,"36,300",3,2014,
201803,1,세종특별자치시 종촌동,679,0,가재마을3단지,108.81,"41,300",5,2015,
201803,1,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),59.83,"29,000",6,2011,
201803,1,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),59.61,"29,700",3,2011,
201803,1,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.7,"29,200",13,2012,
201803,2,세종특별자치시 고운동,1396,0,가락마을 20단지(호반베르디움5차),84.9895,"33,800",24,2015,
201803,2,세종특별자치시 고운동,1400,0,이지더원(가락마을10단지),72.497,"27,300",15,2015,
201803,2,세종특별자치시 고운동,1703,0,이지더원(가락마을4단지),59.965,"23,700",7,2014,
201803,2,세종특별자치시 도담동,845,0,도램마을1단지(웅진스타클래스),59.97,"31,500",9,2014,
201803,2,세종특별자치시 도담동,845,0,도램마을1단지(웅진스타클래스),84.98,"37,000",19,2014,
201803,2,세종특별자치시 도담동,685,0,도램마을2단지(웅진스타클래스),44.99,"26,000",8,2014,
201803,2,세종특별자치시 도담동,859,0,현대힐스테이트(도램마을15단지),84.941,"49,700",17,2014,
201803,2,세종특별자치시 도담동,859,0,현대힐스테이트(도램마을15단지),84.815,"50,000",25,2014,
201803,2,세종특별자치시 새롬동,561,0,새뜸마을11단지(더샵힐스테이트),98.6414,"72,300",8,2017,
201803,2,세종특별자치시 전동면 노장리,586,0,도원,49.32,"5,800",3,1994,
201803,2,세종특별자치시 조치원읍 번암리,75,2,번암주공,39.69,"4,900",5,1989,
201803,2,세종특별자치시 조치원읍 번암리,75,2,번암주공,47.01,"7,000",3,1989,
201803,2,세종특별자치시 조치원읍 서창리,133,10,두진한라,59.64,"6,500",3,1991,
201803,2,세종특별자치시 조치원읍 서창리,133,10,두진한라,59.64,"6,400",2,1991,
201803,2,세종특별자치시 조치원읍 신안리,244,1,조형,58.35,"7,500",1,1991,
201803,2,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"16,300",2,2008,
201803,2,세종특별자치시 조치원읍 침산리,89,0,욱일아파트,59.999,"13,700",4,1996,
201803,2,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"30,000",5,2014,
201803,2,세종특별자치시 종촌동,656,0,가재마을10단지,84.9365,"40,600",5,2014,
201803,2,세종특별자치시 종촌동,679,0,가재마을3단지,84.696,"36,400",15,2015,
201803,2,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.98,"28,300",8,2015,
201803,2,세종특별자치시 한솔동,976,0,첫마을7단지(래미안),114.61,"48,500",20,2012,
201803,3,세종특별자치시 고운동,1390,0,가락마을21단지(에듀포레),84.9757,"32,200",9,2015,
201803,3,세종특별자치시 고운동,1706,0,가락마을8단지(고운뜰아파트),74.77,"27,500",16,2015,
201803,3,세종특별자치시 고운동,1706,0,가락마을8단지(고운뜰아파트),84.89,"28,800",16,2015,
201803,3,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,"9,300",2,2000,
201803,3,세종특별자치시 도담동,858,0,도램마을 14단지(한림풀에버),99.992,"60,000",15,2015,
201803,3,세종특별자치시 도담동,853,0,도램마을10단지 호반 어반시티,84.928,"45,800",22,2014,
201803,3,세종특별자치시 도담동,845,0,도램마을1단지(웅진스타클래스),84.98,"40,500",18,2014,
201803,3,세종특별자치시 소담동,598,0,새샘마을5단지(한양수자인엘시티),59.4544,"33,800",6,2017,
201803,3,세종특별자치시 소담동,598,0,새샘마을5단지(한양수자인엘시티),59.4544,"29,900",5,2017,
201803,3,세종특별자치시 소정면 운당리,35,1,무궁화,59.4,"6,300",8,1996,
201803,3,세종특별자치시 아름동,1276,0,범지기마을12단지(중흥S-에코타운),84.696,"37,900",8,2015,
201803,3,세종특별자치시 조치원읍 번암리,75,2,번암주공,46.68,"6,800",1,1989,
201803,3,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,101.6828,"22,700",7,2013,
201803,3,세종특별자치시 조치원읍 신안리,244,1,조형,58.35,"7,600",1,1991,
201803,3,세종특별자치시 조치원읍 정리,59,1,풍산,59.75,"9,450",3,1998,
201803,3,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"20,800",10,2008,
201803,3,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"21,800",14,2008,
201803,3,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"29,000",19,2014,
201803,3,세종특별자치시 종촌동,654,0,가재마을11단지,59.614,"26,000",1,2013,
201803,3,세종특별자치시 종촌동,652,0,가재마을12단지,84.9941,"40,500",13,2015,
201803,3,세종특별자치시 종촌동,683,0,가재마을2단지,59.8652,"27,800",16,2014,
201803,3,세종특별자치시 종촌동,683,0,가재마을2단지,59.9349,"26,800",10,2014,
201803,3,세종특별자치시 종촌동,679,0,가재마을3단지,108.81,"37,900",2,2015,
201803,3,세종특별자치시 종촌동,679,0,가재마을3단지,84.696,"33,800",2,2015,
201803,3,세종특별자치시 종촌동,649,0,가재마을7단지,106.76,"48,000",17,2014,
201803,3,세종특별자치시 종촌동,649,0,가재마을7단지,84.994,"42,600",25,2014,
201803,3,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),59.83,"26,900",3,2011,
201803,3,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),59.83,"29,800",7,2011,
201803,3,세종특별자치시 한솔동,947,0,첫마을3단지(퍼스트프라임),84.87,"41,500",5,2011,
201803,3,세종특별자치시 한솔동,947,0,첫마을3단지(퍼스트프라임),59.83,"38,500",6,2011,
201803,3,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),84.11,"32,500",6,2012,
201803,3,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),84.08,"29,300",28,2012,
201803,4,세종특별자치시 고운동,1386,0,가락마을17단지(골드클래스),59.9881,"23,000",2,2015,
201803,4,세종특별자치시 도담동,639,0,도램마을17단지(모아미래도),84.969,"34,000",3,2015,
201803,4,세종특별자치시 도담동,855,0,도램마을9단지(제일풍경채),95.623,"56,000",22,2015,
201803,4,세종특별자치시 보람동,779,0,호려울마을6단지(모아엘가),101.65,"49,500",6,2017,
201803,4,세종특별자치시 보람동,777,0,호려울마을8단지(중흥 에코시티),84.9901,"48,500",24,2017,
201803,4,세종특별자치시 조치원읍 침산리,89,0,욱일아파트,134.45,"18,500",15,1996,
201803,4,세종특별자치시 종촌동,652,0,가재마을12단지,84.9941,"40,000",5,2015,
201803,4,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.98,"28,000",12,2015,
201803,4,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),84.11,"33,500",9,2012,
201803,4,세종특별자치시 한솔동,976,0,첫마을7단지(래미안),114.61,"42,500",2,2012,
201803,5,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,"9,100",11,2000,
201803,5,세종특별자치시 도담동,641,0,도램마을16단지(모아미래도),84.969,"37,500",11,2015,
201803,5,세종특별자치시 도담동,845,0,도램마을1단지(웅진스타클래스),59.98,"31,500",5,2014,
201803,5,세종특별자치시 도담동,683,0,도램마을3단지(웅진스타클래스),59.97,"32,000",12,2014,
201803,5,세종특별자치시 도담동,666,0,라온프라이빗시티 Ⅱ,19.1676,"8,800",6,2014,
201803,5,세종특별자치시 부강면 부강리,401,48,주연,59.82,"7,500",3,1992,
201803,5,세종특별자치시 소담동,521,0,새샘마을9단지(중흥S클래스 리버뷰),84.9779,"51,500",19,2016,
201803,5,세종특별자치시 어진동,548,0,세종리슈빌S,19.3525,"11,200",10,2014,
201803,5,세종특별자치시 어진동,548,0,세종리슈빌S,18.0325,"11,500",12,2014,
201803,5,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,84.7067,"20,300",10,2013,
201803,5,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,125.542,"25,000",12,2013,
201803,5,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,128.9491,"23,200",10,2008,
201803,5,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,128.9491,"23,000",2,2008,
201803,5,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,154.5474,"28,800",8,2008,
201803,5,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"31,800",22,2014,
201803,5,세종특별자치시 종촌동,683,0,가재마을2단지,59.9349,"26,400",6,2014,
201803,5,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),59.83,"31,900",12,2011,
201803,5,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),114.14,"37,500",11,2012,
201803,5,세종특별자치시 한솔동,976,0,첫마을7단지(래미안),101.95,"54,500",21,2012,
201803,6,세종특별자치시 고운동,1396,0,가락마을 20단지(호반베르디움5차),84.9895,"30,800",3,2015,
201803,6,세종특별자치시 고운동,1395,0,가락마을16단지(에듀그린),84.8788,"33,500",29,2015,
201803,6,세종특별자치시 도담동,845,0,도램마을1단지(웅진스타클래스),59.98,"33,900",14,2014,
201803,6,세종특별자치시 도담동,633,0,도램마을20단지(에듀파크),84.857,"38,600",12,2014,
201803,6,세종특별자치시 도담동,859,0,현대힐스테이트(도램마을15단지),84.941,"50,250",26,2014,
201803,6,세종특별자치시 부강면 부강리,970,3,청솔,49.77,"7,500",8,1994,
201803,6,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),74.5191,"32,000",15,2014,
201803,6,세종특별자치시 어진동,548,0,세종리슈빌S,19.3525,"11,500",15,2014,
201803,6,세종특별자치시 조치원읍 신안리,542,0,세종e편한세상,125.542,"26,500",15,2013,
201803,6,세종특별자치시 조치원읍 죽림리,72,0,죽림우방유셀,84.728,"19,450",8,2008,
201803,6,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9474,"29,850",12,2014,
201803,6,세종특별자치시 종촌동,656,0,가재마을10단지,108.3993,"48,750",12,2014,
201803,6,세종특별자치시 한솔동,947,0,첫마을3단지(퍼스트프라임),59.83,"29,800",3,2011,
201803,7,세종특별자치시 고운동,1386,0,가락마을17단지(골드클래스),59.9881,"24,950",17,2015,
201803,7,세종특별자치시 도담동,858,0,도램마을 14단지(한림풀에버),99.992,"62,000",17,2015,
201803,7,세종특별자치시 도담동,633,0,도램마을20단지(에듀파크),84.857,"41,700",17,2014,
201803,7,세종특별자치시 도담동,681,0,도램마을4단지(이지더원),59.9853,"29,800",5,2014,
201803,7,세종특별자치시 보람동,779,0,호려울마을6단지(모아엘가),101.65,"50,440",8,2017,
201803,7,세종특별자치시 아름동,1339,0,범지기마을1단지(한양수자인에듀센텀),59.9789,"28,500",6,2015,
201803,7,세종특별자치시 조치원읍 죽림리,92,0,신동아,59.76,"9,300",5,1996,
201803,7,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9474,"29,000",7,2014,
201803,7,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"32,000",10,2014,
201803,7,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9474,"27,750",5,2014,
201803,7,세종특별자치시 종촌동,652,0,가재마을12단지,84.9941,"42,400",12,2015,
201803,7,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.94,"28,700",15,2015,
201803,7,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.98,"29,200",12,2015,
201803,7,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),84.96,"39,000",4,2011,
201803,7,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),119.77,"52,500",8,2011,
201803,7,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),114.19,"36,000",19,2012,
201803,8,세종특별자치시 고운동,1386,0,가락마을17단지(골드클래스),59.9159,"24,900",8,2015,
201803,8,세종특별자치시 도담동,858,0,도램마을 14단지(한림풀에버),100.016,"64,500",14,2015,
201803,8,세종특별자치시 조치원읍 신흥리,398,0,신흥대우푸르지오,126.6976,"22,500",5,2006,
201803,8,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"31,700",11,2014,
201803,8,세종특별자치시 종촌동,649,0,가재마을7단지,84.994,"40,100",23,2014,
201803,9,세종특별자치시 고운동,1706,0,가락마을8단지(고운뜰아파트),74.77,"26,800",3,2015,
201803,9,세종특별자치시 고운동,1400,0,이지더원(가락마을10단지),72.497,"26,700",5,2015,
201803,9,세종특별자치시 금남면 용포리,320,0,두진리버빌,43.008,"9,000",12,2000,
201803,9,세종특별자치시 도담동,853,0,도램마을10단지 호반 어반시티,84.757,"41,800",2,2014,
201803,9,세종특별자치시 도담동,627,0,엘가에코힐(도램마을5단지),59.9973,"30,950",21,2015,
201803,9,세종특별자치시 도담동,859,0,현대힐스테이트(도램마을15단지),84.941,"50,500",11,2014,
201803,9,세종특별자치시 아름동,1277,0,대우푸르지오(10단지),101.9478,"42,500",15,2014,
201803,9,세종특별자치시 아름동,1339,0,범지기마을1단지(한양수자인에듀센텀),59.9789,"29,000",6,2015,
201803,9,세종특별자치시 아름동,1339,0,범지기마을1단지(한양수자인에듀센텀),59.9789,"29,000",15,2015,
201803,9,세종특별자치시 조치원읍 신흥리,399,0,조치원 신흥 e편한세상(아),151.659,"32,500",14,2008,
201803,9,세종특별자치시 조치원읍 죽림리,167,0,삼정하이츠,61.9,"9,350",3,1991,
201803,9,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"19,800",9,2008,
201803,9,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,128.9491,"24,800",11,2008,
201803,9,세종특별자치시 조치원읍 침산리,89,0,욱일아파트,59.999,"12,800",14,1996,
201803,9,세종특별자치시 종촌동,697,0,가재마을9단지,84.663,"35,500",5,2014,
201803,9,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),102.63,"40,900",21,2011,
201803,9,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),101.46,"37,000",22,2012,
201803,10,세종특별자치시 고운동,1703,0,이지더원(가락마을4단지),59.9853,"23,000",1,2014,
201803,10,세종특별자치시 나성동,712,0,세종퍼스트타워,26.487,"8,100",4,2013,
201803,10,세종특별자치시 다정동,926,0,가온마을12단지,84.9675,"53,100",11,2018,
201803,10,세종특별자치시 대평동,705,0,해들마을3단지,50.3413,"33,400",10,2017,
201803,10,세종특별자치시 도담동,636,0,도램마을18단지(모아미래도),84.945,"41,000",11,2015,
201803,10,세종특별자치시 도담동,651,0,엘가도램마을12단지,98.047,"47,000",6,2014,
201803,10,세종특별자치시 새롬동,558,0,새뜸마을10단지(더샵힐스테이트),59.9331,"43,500",25,2017,
201803,10,세종특별자치시 새롬동,599,0,새뜸마을2단지(메이저시티),59.9602,"34,700",8,2017,
201803,10,세종특별자치시 새롬동,599,0,새뜸마을2단지(메이저시티),59.9602,"34,600",10,2017,
201803,10,세종특별자치시 소담동,00M3,0,새샘마을3단지(모아미래도리버시티),84.9989,"46,000",4,2016,
201803,10,세종특별자치시 어진동,603,0,더샵센트럴시티,59.82,"41,500",26,2013,
201803,10,세종특별자치시 전동면 노장리,586,0,도원,49.41,"6,500",3,1994,
201803,10,세종특별자치시 조치원읍 남리,456,0,다원파크리안,83.256,"12,000",8,2003,
201803,10,세종특별자치시 조치원읍 서창리,133,10,두진한라,59.98,"6,400",5,1991,
201803,10,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"19,300",4,2008,
201803,10,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"17,100",1,2008,
201803,10,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9474,"30,000",10,2014,
201803,10,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"31,300",28,2014,
201803,10,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"30,300",14,2014,
201803,10,세종특별자치시 종촌동,654,0,가재마을11단지,59.614,"31,150",5,2013,
201803,10,세종특별자치시 종촌동,652,0,가재마을12단지,84.9941,"41,500",26,2015,
201803,10,세종특별자치시 종촌동,652,0,가재마을12단지,84.9911,"40,000",10,2015,
201803,10,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),74.98,"28,200",4,2015,
201803,10,세종특별자치시 종촌동,697,0,가재마을9단지,120.861,"54,000",14,2014,
201803,10,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),119.78,"49,600",13,2011,
201803,10,세종특별자치시 한솔동,939,0,첫마을1단지(퍼스트프라임),84.87,"38,000",9,2011,
201803,10,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),114.16,"37,250",9,2012,
201803,10,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),84.11,"30,500",4,2012,
201803,10,세종특별자치시 한솔동,974,0,첫마을6단지(힐스테이트),84.11,"33,700",9,2012,
201803,11,세종특별자치시 고운동,1395,0,가락마을16단지(에듀그린),59.9964,"25,200",21,2015,
201803,11,세종특별자치시 고운동,1387,0,가락마을22단지(에듀힐스),84.9968,"33,500",15,2015,
201803,11,세종특별자치시 조치원읍 남리,456,0,다원파크리안,83.256,"13,000",7,2003,
201803,11,세종특별자치시 조치원읍 죽림리,396,0,조치원죽림자이,84.6641,"20,400",9,2008,
201803,11,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"28,900",2,2014,
201803,11,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"30,850",7,2014,
201803,11,세종특별자치시 종촌동,652,0,가재마을12단지,84.9941,"37,700",4,2015,
201803,11,세종특별자치시 종촌동,697,0,가재마을9단지,84.924,"42,900",11,2014,
201803,11,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.62,"30,500",10,2012,
201803,11,세종특별자치시 한솔동,971,0,첫마을5단지(푸르지오),84.7,"26,000",2,2012,
201803,12,세종특별자치시 고운동,1708,0,가락마을3단지(호반베르디움),59.8652,"25,800",3,2014,
201803,12,세종특별자치시 도담동,845,0,도램마을1단지(웅진스타클래스),59.98,"33,500",9,2014,
201803,12,세종특별자치시 도담동,627,0,엘가에코힐(도램마을5단지),59.8808,"28,500",3,2015,
201803,12,세종특별자치시 도담동,859,0,현대힐스테이트(도램마을15단지),84.815,"50,500",12,2014,
201803,12,세종특별자치시 아름동,1339,0,범지기마을1단지(한양수자인에듀센텀),59.9789,"28,000",7,2015,
201803,12,세종특별자치시 아름동,1339,0,범지기마을1단지(한양수자인에듀센텀),59.9789,"25,000",1,2015,
201803,12,세종특별자치시 아름동,1284,0,범지기마을7단지 호반에코시티,84.757,"35,500",12,2014,
201803,12,세종특별자치시 연서면 봉암리,622,0,대원네스트빌,59.858,"10,300",2,2002,
201803,12,세종특별자치시 전의면 유천리,528,0,민석그린,45.57,"6,800",4,2001,
201803,12,세종특별자치시 조치원읍 번암리,75,2,번암주공,39.3,"6,100",1,1989,
201803,12,세종특별자치시 종촌동,690,0,가재마을 5단지,59.9383,"28,500",3,2014,
201803,12,세종특별자치시 종촌동,652,0,가재마을12단지,84.9941,"39,500",18,2015,
201803,12,세종특별자치시 종촌동,640,0,가재마을4단지(센트레빌),84.94,"31,900",12,2015,
201803,12,세종특별자치시 한솔동,947,0,첫마을3단지(퍼스트프라임),59.61,"28,800",3,2011,
201803,12,세종특별자치시 한솔동,976,0,첫마을7단지(래미안),59.1,"25,500",10,2012,
201803,13,세종특별자치시 고운동,1705,0,가락마을5단지(유승한내들),59.9013,"25,300",8,2015,
201803,13,세종특별자치시 고운동,1705,0,가락마을5단지(유승한내들),84.8974,"32,700",23,2015,
201803,13,세종특별자치시 금남면 용포리,263,0,신성연기미소지움,84.8809,"20,000",9,2007,
201803,13,세종특별자치시 도담동,636,0,도램마을18단지(모아미래도),84.945,"37,000",4,2015,
201803,13,세종특별자치시 도담동,666,0,라온프라이빗시티 Ⅱ,19.1676,"6,400",5,2014,
201803,13,세종특별자치시 보람동,777,0,호려울마을8단지(중흥 에코시티),84.9895,"47,000",17,2017,
201803,13,세종특별자치시 아름동,1297,0,범지기마을3단지(중흥에듀하이),96.1416,"38,000",21,2015,
