계약년월,계약일,시군구,도로조건,계약면적(㎡),전월세구분,보증금(만원),월세(만원),건축년도
201805,30,세종특별자치시 금남면 용포리,8m미만,23,전세,"4,000",0,2012
201806,6,세종특별자치시 금남면 용포리,8m미만,24,전세,"3,800",0,2012
201807,30,세종특별자치시 금남면 용포리,8m미만,24.66,전세,"3,000",0,2013
201811,28,세종특별자치시 금남면 용포리,8m미만,26.4,월세,100,35,2012
201812,24,세종특별자치시 금남면 용포리,-,26.4,전세,"5,000",0,2014
201811,15,세종특별자치시 금남면 용포리,25m미만,27,월세,500,50,2006
201801,1,세종특별자치시 금남면 용포리,8m미만,29.7,월세,"2,000",19,2012
201811,21,세종특별자치시 금남면 용포리,-,29.7,전세,"4,800",0,2013
201811,21,세종특별자치시 금남면 용포리,-,29.7,전세,"4,800",0,2013
201807,17,세종특별자치시 금남면 용포리,8m미만,30,전세,"5,000",0,2013
201809,28,세종특별자치시 금남면 용포리,12m미만,31.5,전세,"5,000",0,2015
201808,3,세종특별자치시 금남면 용포리,8m미만,33,전세,"5,000",0,2012
201804,7,세종특별자치시 금남면 용포리,8m미만,33,전세,"5,500",0,2012
201809,18,세종특별자치시 금남면 용포리,8m미만,33,전세,"5,000",0,2013
201812,19,세종특별자치시 금남면 용포리,12m미만,33,전세,"5,000",0,2013
201805,19,세종특별자치시 금남면 용포리,12m미만,33,전세,"5,000",0,2013
201808,4,세종특별자치시 금남면 용포리,8m미만,33.06,전세,"4,500",0,2013
201804,9,세종특별자치시 금남면 용포리,8m미만,36,전세,"4,000",0,1944
201809,28,세종특별자치시 금남면 용포리,12m미만,40,월세,"3,000",20,2013
201801,11,세종특별자치시 금남면 용포리,8m미만,40,전세,"6,500",0,2013
201811,14,세종특별자치시 금남면 용포리,-,42.95,전세,"5,500",0,2014
201810,15,세종특별자치시 금남면 용포리,8m미만,49.5,월세,"7,000",50,2013
201803,7,세종특별자치시 금남면 용포리,-,49.5,전세,"7,000",0,2013
201810,16,세종특별자치시 금남면 용포리,-,49.5,전세,"7,000",0,2013
201804,16,세종특별자치시 금남면 용포리,-,49.5,전세,"8,000",0,2014
201806,25,세종특별자치시 금남면 용포리,-,49.5,전세,"7,000",0,2012
201806,25,세종특별자치시 금남면 용포리,8m미만,49.5,전세,"7,000",0,2012
201806,25,세종특별자치시 금남면 용포리,8m미만,49.5,전세,"7,000",0,2012
201803,29,세종특별자치시 금남면 용포리,-,49.5,전세,"7,000",0,2012
201808,3,세종특별자치시 금남면 용포리,-,51.9,전세,"6,700",0,2012
201811,23,세종특별자치시 금남면 용포리,8m미만,115.7,전세,"12,000",0,2014
201809,1,세종특별자치시 금남면 용포리,8m미만,138,전세,"4,500",0,1985
201809,8,세종특별자치시 금남면 용포리,12m미만,141.48,전세,"4,500",0,2013
201802,27,세종특별자치시 금남면 용포리,8m미만,174.66,월세,"1,500",20,2014
201804,17,세종특별자치시 금남면 원봉리,8m미만,66,월세,300,25,2018
201808,15,세종특별자치시 금남면 축산리,8m미만,20,월세,200,20,1994
201807,3,세종특별자치시 금남면 황용리,8m미만,125.28,전세,"10,000",0,
201808,8,세종특별자치시 나성동,25m이상,26.19,월세,500,38,
201803,30,세종특별자치시 도담동,12m미만,150.47,전세,"30,000",0,2018
201808,11,세종특별자치시 도담동,12m미만,155,전세,"30,000",0,2018
201808,31,세종특별자치시 도담동,12m미만,159,월세,"20,000",80,2018
201802,23,세종특별자치시 도담동,12m미만,218.68,전세,"35,000",0,2017
201805,29,세종특별자치시 부강면 금호리,8m미만,142.96,전세,"10,000",0,
201810,11,세종특별자치시 부강면 부강리,8m미만,22,전세,"3,000",0,2016
201804,7,세종특별자치시 부강면 부강리,8m미만,25,월세,100,34,2014
201806,14,세종특별자치시 부강면 부강리,12m미만,25,월세,200,30,2013
201801,6,세종특별자치시 부강면 부강리,12m미만,25,전세,"3,000",0,2013
201809,7,세종특별자치시 부강면 부강리,-,25,전세,"3,700",0,2013
201810,8,세종특별자치시 부강면 부강리,12m미만,25,전세,"3,500",0,2013
201809,15,세종특별자치시 부강면 부강리,-,25,전세,"3,700",0,2013
201803,12,세종특별자치시 부강면 부강리,12m미만,27,월세,500,31,2013
201812,4,세종특별자치시 부강면 부강리,8m미만,27,전세,"4,000",0,2017
201812,9,세종특별자치시 부강면 부강리,12m미만,27,전세,"3,500",0,2013
201812,29,세종특별자치시 부강면 부강리,12m미만,28,전세,"3,200",0,2013
201808,11,세종특별자치시 부강면 부강리,8m미만,28.85,전세,"2,800",0,2013
201808,11,세종특별자치시 부강면 부강리,8m미만,28.85,전세,"2,800",0,2012
201811,10,세종특별자치시 부강면 부강리,8m미만,29.5,월세,300,32,2016
201806,27,세종특별자치시 부강면 부강리,12m미만,29.85,전세,"4,000",0,2013
201808,3,세종특별자치시 부강면 부강리,8m미만,30,월세,200,30,2017
201812,4,세종특별자치시 부강면 부강리,12m미만,30,월세,"2,000",15,2013
201807,5,세종특별자치시 부강면 부강리,8m미만,30,월세,"1,500",20,2017
201812,9,세종특별자치시 부강면 부강리,12m미만,30,월세,200,34,2013
201801,11,세종특별자치시 부강면 부강리,12m미만,30,월세,300,34,2017
201810,13,세종특별자치시 부강면 부강리,8m미만,30,월세,200,30,2013
201805,14,세종특별자치시 부강면 부강리,12m미만,30,월세,200,30,2017
201812,20,세종특별자치시 부강면 부강리,12m미만,30,월세,200,35,2013
201805,30,세종특별자치시 부강면 부강리,12m미만,30,월세,"2,000",15,2017
201801,3,세종특별자치시 부강면 부강리,8m미만,30,전세,"3,500",0,2013
201802,6,세종특별자치시 부강면 부강리,8m미만,30,전세,"3,700",0,2017
201803,7,세종특별자치시 부강면 부강리,8m미만,30,전세,"4,400",0,2017
201809,14,세종특별자치시 부강면 부강리,8m미만,30,전세,"3,000",0,2011
201809,20,세종특별자치시 부강면 부강리,12m미만,30,전세,"3,500",0,2013
201806,20,세종특별자치시 부강면 부강리,12m미만,30,전세,"3,800",0,2013
201803,1,세종특별자치시 부강면 부강리,8m미만,33,월세,300,38,2017
201805,3,세종특별자치시 부강면 부강리,8m미만,33,월세,300,42,2017
201803,3,세종특별자치시 부강면 부강리,8m미만,33,월세,"1,000",25,2017
201810,5,세종특별자치시 부강면 부강리,8m미만,33,월세,"1,500",30,2011
201811,9,세종특별자치시 부강면 부강리,8m미만,33,월세,"1,500",30,2017
201810,9,세종특별자치시 부강면 부강리,8m미만,33,월세,"4,000",10,2017
201810,25,세종특별자치시 부강면 부강리,8m미만,33,월세,"3,000",10,2017
201806,26,세종특별자치시 부강면 부강리,8m미만,33,월세,200,43,2017
201811,27,세종특별자치시 부강면 부강리,8m미만,33,월세,"3,000",10,2017
201808,28,세종특별자치시 부강면 부강리,12m미만,33,월세,200,35,2013
201809,28,세종특별자치시 부강면 부강리,8m미만,33,월세,300,33,2017
201809,3,세종특별자치시 부강면 부강리,8m미만,33,전세,"4,300",0,2017
201809,3,세종특별자치시 부강면 부강리,8m미만,33,전세,"5,200",0,2017
201804,5,세종특별자치시 부강면 부강리,8m미만,33,전세,"4,000",0,2017
201811,6,세종특별자치시 부강면 부강리,12m미만,33,전세,"3,500",0,2013
201808,6,세종특별자치시 부강면 부강리,12m미만,33,전세,"5,200",0,2013
201803,7,세종특별자치시 부강면 부강리,12m미만,33,전세,"4,300",0,2013
201808,8,세종특별자치시 부강면 부강리,8m미만,33,전세,"5,000",0,2017
201808,8,세종특별자치시 부강면 부강리,8m미만,33,전세,"5,300",0,2017
201804,9,세종특별자치시 부강면 부강리,8m미만,33,전세,"4,000",0,2017
201805,13,세종특별자치시 부강면 부강리,8m미만,33,전세,"4,000",0,2017
201806,16,세종특별자치시 부강면 부강리,-,33,전세,"5,000",0,2017
201812,17,세종특별자치시 부강면 부강리,12m미만,33,전세,"3,500",0,2013
201808,18,세종특별자치시 부강면 부강리,8m미만,33,전세,"5,000",0,2017
201809,22,세종특별자치시 부강면 부강리,8m미만,33,전세,"4,000",0,2017
201810,27,세종특별자치시 부강면 부강리,12m미만,33,전세,"4,200",0,2013
201807,28,세종특별자치시 부강면 부강리,8m미만,33,전세,"11,000",0,2016
201812,29,세종특별자치시 부강면 부강리,8m미만,33,전세,"4,700",0,2017
201803,29,세종특별자치시 부강면 부강리,8m미만,33,전세,"5,000",0,2017
201807,13,세종특별자치시 부강면 부강리,12m미만,33.05,전세,"3,500",0,2013
201801,15,세종특별자치시 부강면 부강리,12m미만,35,월세,500,38,2017
201812,25,세종특별자치시 부강면 부강리,12m미만,35,월세,200,32,2013
201802,1,세종특별자치시 부강면 부강리,12m미만,35,전세,"5,200",0,2017
201809,6,세종특별자치시 부강면 부강리,12m미만,35,전세,"4,200",0,2013
201802,9,세종특별자치시 부강면 부강리,12m미만,35,전세,"4,300",0,2013
201804,19,세종특별자치시 부강면 부강리,12m미만,35,전세,"4,400",0,2013
201811,27,세종특별자치시 부강면 부강리,8m미만,35,전세,"4,000",0,2017
201805,28,세종특별자치시 부강면 부강리,8m미만,35,전세,"4,500",0,2018
201812,22,세종특별자치시 부강면 부강리,8m미만,36,월세,200,34,2013
201802,5,세종특별자치시 부강면 부강리,12m미만,36,전세,"4,800",0,2017
201802,5,세종특별자치시 부강면 부강리,8m미만,36,전세,"5,300",0,2017
201806,18,세종특별자치시 부강면 부강리,8m미만,36,전세,"5,500",0,2018
201806,14,세종특별자치시 부강면 부강리,8m미만,38.85,전세,"4,000",0,2014
201808,16,세종특별자치시 부강면 부강리,-,38.85,전세,"4,500",0,2017
201804,6,세종특별자치시 부강면 부강리,8m미만,40,월세,200,45,2014
201803,16,세종특별자치시 부강면 부강리,12m미만,40,월세,300,35,2013
201803,26,세종특별자치시 부강면 부강리,12m미만,40,월세,"3,000",10,2013
201805,27,세종특별자치시 부강면 부강리,8m미만,40,월세,300,37,2018
201807,13,세종특별자치시 부강면 부강리,12m미만,40,전세,"5,000",0,2017
201812,19,세종특별자치시 부강면 부강리,-,40,전세,"4,500",0,2014
201812,19,세종특별자치시 부강면 부강리,-,40,전세,"4,500",0,2014
201811,24,세종특별자치시 부강면 부강리,8m미만,40,전세,"4,000",0,2017
201809,1,세종특별자치시 부강면 부강리,8m미만,43,월세,200,31,2013
201809,17,세종특별자치시 부강면 부강리,8m미만,43,전세,"5,000",0,2014
201804,1,세종특별자치시 부강면 부강리,12m미만,45,월세,100,33,2011
201802,27,세종특별자치시 부강면 부강리,8m미만,45,월세,"1,000",38,2017
201805,29,세종특별자치시 부강면 부강리,12m미만,45,월세,"1,000",25,2013
201806,23,세종특별자치시 부강면 부강리,12m미만,46,월세,500,35,2013
201801,5,세종특별자치시 부강면 부강리,8m미만,48.77,전세,"5,000",0,2015
201811,15,세종특별자치시 부강면 부강리,-,48.85,전세,"3,500",0,2013
201802,14,세종특별자치시 부강면 부강리,8m미만,49,전세,"5,200",0,2017
201801,3,세종특별자치시 부강면 부강리,12m미만,49.62,전세,"6,000",0,2013
201812,2,세종특별자치시 부강면 부강리,12m미만,50,월세,"1,000",30,2013
201803,15,세종특별자치시 부강면 부강리,12m미만,50,월세,"3,000",30,2013
201804,8,세종특별자치시 부강면 부강리,12m미만,50,전세,"8,000",0,2017
201803,13,세종특별자치시 부강면 부강리,12m미만,50,전세,"6,500",0,2013
201804,25,세종특별자치시 부강면 부강리,8m미만,50,전세,"7,000",0,2017
201803,26,세종특별자치시 부강면 부강리,12m미만,50,전세,"8,400",0,2017
201804,30,세종특별자치시 부강면 부강리,8m미만,50,전세,"7,000",0,2017
201807,16,세종특별자치시 부강면 부강리,12m미만,51.68,전세,"5,500",0,2013
201810,10,세종특별자치시 부강면 부강리,8m미만,54.45,월세,500,20,1978
201806,16,세종특별자치시 부강면 부강리,12m미만,55,전세,"6,000",0,2013
201810,13,세종특별자치시 부강면 부강리,8m미만,58,월세,200,40,2017
201806,25,세종특별자치시 부강면 부강리,8m미만,58,월세,500,50,2013
201808,13,세종특별자치시 부강면 부강리,12m미만,58.85,전세,"4,000",0,2013
201804,21,세종특별자치시 부강면 부강리,8m미만,59,전세,"9,000",0,2018
201806,22,세종특별자치시 부강면 부강리,12m미만,59,전세,"6,000",0,2013
201807,25,세종특별자치시 부강면 부강리,12m미만,59,전세,"7,500",0,2017
201808,29,세종특별자치시 부강면 부강리,12m미만,60,전세,"7,500",0,2017
201810,8,세종특별자치시 부강면 부강리,12m미만,66,월세,"1,000",25,2013
201810,22,세종특별자치시 부강면 부강리,12m미만,66,월세,"2,500",20,1979
201802,23,세종특별자치시 부강면 부강리,12m미만,66,월세,"3,000",28,2013
201811,9,세종특별자치시 부강면 부강리,12m미만,66,전세,"6,300",0,2013
201804,23,세종특별자치시 부강면 부강리,12m미만,66,전세,"6,000",0,2013
201802,23,세종특별자치시 부강면 부강리,12m미만,66,전세,"6,000",0,2013
201811,6,세종특별자치시 부강면 부강리,12m미만,67,전세,"6,200",0,2013
201802,1,세종특별자치시 부강면 부강리,-,68.5,월세,"8,000",20,2017
201807,30,세종특별자치시 부강면 부강리,25m미만,70.97,전세,"3,000",0,
201803,3,세종특별자치시 부강면 부강리,12m미만,80,전세,"12,000",0,2017
201807,10,세종특별자치시 부강면 부강리,-,80,전세,"9,000",0,2013
201807,10,세종특별자치시 부강면 부강리,12m미만,80,전세,"9,000",0,2013
201811,24,세종특별자치시 부강면 부강리,12m미만,80,전세,"12,000",0,2017
201802,8,세종특별자치시 부강면 부강리,12m미만,82,전세,"8,500",0,2017
201811,10,세종특별자치시 부강면 부강리,-,82,전세,"5,000",0,
201807,7,세종특별자치시 부강면 부강리,8m미만,85,전세,"15,000",0,2018
201805,31,세종특별자치시 부강면 부강리,8m미만,87,전세,"15,000",0,2018
201811,10,세종특별자치시 부강면 부강리,8m미만,89,전세,"5,000",0,1998
201803,27,세종특별자치시 소정면 대곡리,8m미만,69.41,월세,100,30,1982
201808,10,세종특별자치시 소정면 운당리,8m미만,74.87,월세,0,36,1979
201806,6,세종특별자치시 아름동,25m이상,84.98,전세,"12,000",0,
201809,1,세종특별자치시 아름동,12m미만,149.6,전세,"34,000",0,2016
201802,19,세종특별자치시 연기면 보통리,8m미만,23.1,월세,200,40,2013
201812,23,세종특별자치시 연기면 보통리,-,23.1,월세,100,28,2013
201808,23,세종특별자치시 연기면 보통리,8m미만,23.1,월세,"2,000",14,2014
201812,14,세종특별자치시 연기면 보통리,8m미만,23.1,전세,"2,700",0,2014
201812,17,세종특별자치시 연기면 보통리,8m미만,23.1,전세,"2,700",0,2014
201801,27,세종특별자치시 연기면 보통리,8m미만,23.1,전세,"2,700",0,2014
201812,29,세종특별자치시 연기면 보통리,-,25,전세,"3,500",0,2013
201807,7,세종특별자치시 연기면 보통리,8m미만,26,전세,"3,500",0,2014
201812,8,세종특별자치시 연기면 보통리,8m미만,26.44,월세,"1,000",24,
201812,23,세종특별자치시 연기면 보통리,8m미만,26.44,월세,"1,500",20,2014
201808,24,세종특별자치시 연기면 보통리,8m미만,26.44,월세,100,32,
201803,14,세종특별자치시 연기면 보통리,8m미만,26.44,전세,"3,500",0,2014
201802,23,세종특별자치시 연기면 보통리,8m미만,26.44,전세,"3,500",0,2014
201803,31,세종특별자치시 연기면 보통리,8m미만,26.44,전세,"3,500",0,2014
201807,1,세종특별자치시 연기면 보통리,8m미만,27,전세,"3,500",0,2014
201804,19,세종특별자치시 연기면 보통리,8m미만,29.7,전세,"3,000",0,2014
201808,15,세종특별자치시 연기면 보통리,8m미만,30,월세,300,27,2013
201802,23,세종특별자치시 연기면 보통리,8m미만,30,전세,"3,000",0,2014
201807,27,세종특별자치시 연기면 보통리,-,30,전세,"3,000",0,2014
201811,29,세종특별자치시 연기면 보통리,8m미만,30,전세,"3,000",0,2014
201806,16,세종특별자치시 연기면 보통리,12m미만,36.35,전세,"4,500",0,2013
201803,31,세종특별자치시 연기면 보통리,8m미만,40,전세,"2,400",0,2013
201812,14,세종특별자치시 연기면 보통리,8m미만,45.4,월세,"2,500",20,2014
201804,30,세종특별자치시 연기면 보통리,12m미만,49.5,전세,"4,500",0,2013
201802,19,세종특별자치시 연기면 보통리,8m미만,50,전세,"5,500",0,2013
201808,19,세종특별자치시 연기면 보통리,8m미만,52.8,월세,"1,500",30,2014
201808,22,세종특별자치시 연기면 보통리,8m미만,52.8,월세,"2,500",20,2014
201805,25,세종특별자치시 연기면 보통리,8m미만,52.8,월세,200,50,2014
201808,16,세종특별자치시 연기면 보통리,8m미만,52.8,전세,"1,500",0,2014
201802,5,세종특별자치시 연기면 연기리,-,20,전세,"3,000",0,2012
201806,3,세종특별자치시 연기면 연기리,8m미만,23,전세,"3,000",0,2012
201806,3,세종특별자치시 연기면 연기리,8m미만,23,전세,"3,000",0,2012
201806,3,세종특별자치시 연기면 연기리,8m미만,23,전세,"3,000",0,2012
201805,23,세종특별자치시 연기면 연기리,8m미만,23,전세,"3,500",0,2013
201806,17,세종특별자치시 연기면 연기리,8m미만,23.1,월세,"1,000",14,2014
201802,23,세종특별자치시 연기면 연기리,8m미만,23.1,월세,"1,000",14,2013
201802,27,세종특별자치시 연기면 연기리,8m미만,23.1,월세,"1,500",5,2014
201805,28,세종특별자치시 연기면 연기리,8m미만,23.1,월세,"1,000",12,2014
201802,7,세종특별자치시 연기면 연기리,8m미만,23.1,전세,"2,000",0,2013
201803,10,세종특별자치시 연기면 연기리,8m미만,23.1,전세,"2,000",0,2013
201810,19,세종특별자치시 연기면 연기리,-,23.1,전세,"2,000",0,2014
201803,17,세종특별자치시 연기면 연기리,8m미만,23.14,전세,"2,500",0,2013
201802,5,세종특별자치시 연기면 연기리,8m미만,26.4,월세,100,20,2013
201804,6,세종특별자치시 연기면 연기리,8m미만,26.44,월세,80,20,2014
201807,23,세종특별자치시 연기면 연기리,8m미만,26.44,월세,80,24,2014
201803,30,세종특별자치시 연기면 연기리,8m미만,26.44,월세,100,22,
201804,18,세종특별자치시 연기면 연기리,8m미만,26.98,전세,"4,000",0,2013
201803,28,세종특별자치시 연기면 연기리,8m미만,30,전세,"7,000",0,2006
201807,30,세종특별자치시 연기면 연기리,8m미만,30,전세,"3,000",0,2012
201807,15,세종특별자치시 연기면 연기리,8m미만,33,전세,"3,000",0,2013
201809,11,세종특별자치시 연기면 연기리,8m미만,36.3,전세,"3,000",0,2012
201806,28,세종특별자치시 연기면 연기리,8m미만,40,전세,"2,000",0,2012
201804,10,세종특별자치시 연기면 연기리,8m미만,42.9,전세,"2,500",0,2014
201806,21,세종특별자치시 연기면 연기리,8m미만,47,전세,"2,300",0,2012
201807,2,세종특별자치시 연기면 연기리,8m미만,49.5,월세,"1,000",20,2014
201807,8,세종특별자치시 연기면 연기리,8m미만,50,전세,"2,000",0,2012
201805,23,세종특별자치시 연기면 연기리,8m미만,70.91,전세,"8,000",0,
201806,2,세종특별자치시 연기면 연기리,-,72.7,월세,"2,000",36,2013
201806,12,세종특별자치시 연기면 연기리,8m미만,72.7,전세,"7,000",0,2013
201804,30,세종특별자치시 연기면 연기리,8m미만,79.24,전세,"5,000",0,2006
201804,14,세종특별자치시 연기면 연기리,8m미만,81.48,월세,200,30,1999
201806,28,세종특별자치시 연기면 연기리,8m미만,143.6,전세,"13,000",0,2013
201811,23,세종특별자치시 연동면 노송리,8m미만,29.75,전세,"1,000",0,1979
201806,15,세종특별자치시 연동면 예양리,-,59.5,전세,"4,000",0,1975
201806,15,세종특별자치시 연동면 예양리,8m미만,59.5,전세,"4,000",0,1975
201811,7,세종특별자치시 연동면 예양리,8m미만,66.12,전세,"2,200",0,1978
201805,22,세종특별자치시 연동면 응암리,8m미만,66.33,월세,500,50,1988
201801,1,세종특별자치시 연동면 응암리,12m미만,94.23,전세,"4,000",0,1997
201810,21,세종특별자치시 연동면 응암리,8m미만,143.64,전세,"3,700",0,1996
201806,5,세종특별자치시 연서면 봉암리,8m미만,16,월세,100,24,2013
201804,14,세종특별자치시 연서면 봉암리,8m미만,20,월세,50,25,2012
201805,2,세종특별자치시 연서면 봉암리,8m미만,23,월세,"1,500",12,2013
201810,19,세종특별자치시 연서면 봉암리,8m미만,23,월세,200,25,2014
201805,17,세종특별자치시 연서면 봉암리,8m미만,23,전세,"3,000",0,
201802,26,세종특별자치시 연서면 봉암리,8m미만,24,월세,"1,000",20,2014
201802,25,세종특별자치시 연서면 봉암리,8m미만,24,전세,"2,600",0,2014
201807,4,세종특별자치시 연서면 봉암리,8m미만,26.44,월세,100,20,2013
201803,7,세종특별자치시 연서면 봉암리,8m미만,26.44,전세,"2,500",0,2013
201803,13,세종특별자치시 연서면 봉암리,8m미만,26.44,전세,"2,500",0,2013
201801,1,세종특별자치시 연서면 봉암리,8m미만,27,월세,200,24,2013
201807,8,세종특별자치시 연서면 봉암리,8m미만,27,월세,200,27,2013
201807,20,세종특별자치시 연서면 봉암리,8m미만,27,전세,"3,000",0,2013
201802,4,세종특별자치시 연서면 봉암리,8m미만,28,월세,"2,000",10,2014
201804,1,세종특별자치시 연서면 봉암리,8m미만,33,월세,200,32,2013
201803,21,세종특별자치시 연서면 봉암리,8m미만,33,월세,200,20,1985
201806,2,세종특별자치시 연서면 봉암리,12m미만,38,월세,"2,000",25,2013
201805,23,세종특별자치시 연서면 봉암리,12m미만,38,월세,"2,000",25,2013
201801,20,세종특별자치시 연서면 봉암리,-,40,전세,"2,800",0,2013
201804,7,세종특별자치시 연서면 봉암리,-,59,전세,"5,500",0,2013
201805,9,세종특별자치시 연서면 봉암리,12m미만,59,전세,"6,000",0,2013
201801,26,세종특별자치시 연서면 봉암리,-,62,전세,"6,500",0,2014
201806,7,세종특별자치시 연서면 봉암리,8m미만,75.6,전세,"2,000",0,1979
201805,3,세종특별자치시 연서면 봉암리,12m미만,136.25,월세,200,25,2015
201804,25,세종특별자치시 연서면 봉암리,8m미만,144.54,월세,200,25,2013
201803,15,세종특별자치시 연서면 성제리,8m미만,72.73,월세,"1,300",30,1928
201811,12,세종특별자치시 연서면 신대리,8m미만,99,월세,500,20,1961
201808,13,세종특별자치시 연서면 쌍전리,8m미만,140.75,전세,"15,000",0,2001
201804,2,세종특별자치시 연서면 와촌리,8m미만,99.18,월세,"1,000",30,2017
201809,1,세종특별자치시 연서면 용암리,8m미만,60,전세,"2,000",0,2012
201803,16,세종특별자치시 연서면 월하리,8m미만,30,전세,"5,000",0,2014
201802,19,세종특별자치시 연서면 월하리,8m미만,59.4,전세,"5,000",0,2013
201810,22,세종특별자치시 연서면 월하리,8m미만,59.4,전세,"1,500",0,
201801,27,세종특별자치시 연서면 월하리,-,76,전세,"6,000",0,2014
201802,11,세종특별자치시 연서면 월하리,8m미만,97,전세,"5,000",0,1999
201803,2,세종특별자치시 장군면 금암리,-,20,전세,"5,000",0,2012
201803,8,세종특별자치시 장군면 금암리,8m미만,21.48,전세,"4,000",0,
201812,17,세종특별자치시 장군면 금암리,12m미만,23,월세,50,38,2014
201801,18,세종특별자치시 장군면 금암리,8m미만,23,전세,"3,000",0,2011
201802,18,세종특별자치시 장군면 금암리,8m미만,23.14,전세,"3,000",0,2011
201803,11,세종특별자치시 장군면 금암리,8m미만,62.5,월세,"5,000",20,2007
201806,2,세종특별자치시 장군면 금암리,8m미만,98.76,전세,"12,000",0,2018
201804,17,세종특별자치시 장군면 금암리,8m미만,98.76,전세,"12,000",0,2018
201811,24,세종특별자치시 장군면 금암리,-,110,전세,"12,000",0,2018
201809,5,세종특별자치시 장군면 금암리,-,174.24,전세,"10,000",0,2018
201808,24,세종특별자치시 장군면 금암리,-,174.24,전세,"18,000",0,2018
201806,16,세종특별자치시 장군면 대교리,12m미만,18,월세,50,30,2012
201805,14,세종특별자치시 장군면 대교리,12m미만,20,월세,"1,000",15,2012
201805,19,세종특별자치시 장군면 대교리,-,20,월세,"1,500",10,2013
201802,10,세종특별자치시 장군면 대교리,-,20,전세,"3,000",0,2012
201801,23,세종특별자치시 장군면 대교리,8m미만,20,전세,"3,000",0,2013
201808,2,세종특별자치시 장군면 대교리,8m미만,25,전세,"3,000",0,2013
201806,8,세종특별자치시 장군면 대교리,8m미만,25,전세,"3,000",0,2013
201807,12,세종특별자치시 장군면 대교리,8m미만,25,전세,"3,000",0,2013
201803,24,세종특별자치시 장군면 대교리,8m미만,25,전세,"3,000",0,2013
201801,26,세종특별자치시 장군면 대교리,8m미만,28,월세,"2,000",10,2013
201808,9,세종특별자치시 장군면 대교리,8m미만,50,전세,"6,000",0,2013
201809,4,세종특별자치시 장군면 대교리,8m미만,89.14,월세,500,55,2015
201803,21,세종특별자치시 장군면 대교리,8m미만,99.3,전세,"9,000",0,2016
201807,12,세종특별자치시 장군면 도계리,-,13.2,전세,"2,800",0,2014
201812,22,세종특별자치시 장군면 도계리,8m미만,20,월세,"2,000",13,2014
201811,28,세종특별자치시 장군면 도계리,-,20,월세,100,25,
201805,4,세종특별자치시 장군면 도계리,-,20,전세,"3,500",0,2013
201812,5,세종특별자치시 장군면 도계리,8m미만,20,전세,"3,300",0,2012
201811,6,세종특별자치시 장군면 도계리,8m미만,20,전세,"2,700",0,2012
201804,7,세종특별자치시 장군면 도계리,8m미만,20,전세,"3,000",0,2013
201803,8,세종특별자치시 장군면 도계리,8m미만,20,전세,"3,500",0,2012
201801,11,세종특별자치시 장군면 도계리,8m미만,20,전세,"3,000",0,2012
201812,15,세종특별자치시 장군면 도계리,8m미만,20,전세,"3,500",0,2012
201810,17,세종특별자치시 장군면 도계리,12m미만,20,전세,"3,500",0,2013
201801,20,세종특별자치시 장군면 도계리,12m미만,20,전세,"3,500",0,2013
201812,22,세종특별자치시 장군면 도계리,8m미만,20,전세,"2,000",0,2014
201811,22,세종특별자치시 장군면 도계리,8m미만,20,전세,"3,000",0,2013
201812,23,세종특별자치시 장군면 도계리,12m미만,20,전세,"3,000",0,2013
201809,26,세종특별자치시 장군면 도계리,8m미만,20,전세,"3,000",0,2013
201802,27,세종특별자치시 장군면 도계리,8m미만,20,전세,"3,000",0,2015
201802,27,세종특별자치시 장군면 도계리,8m미만,20,전세,"3,000",0,2015
201809,14,세종특별자치시 장군면 도계리,8m미만,25,월세,100,34,2012
201804,26,세종특별자치시 장군면 도계리,8m미만,25,월세,100,30,2014
201806,8,세종특별자치시 장군면 도계리,8m미만,30,월세,100,30,2014
201806,21,세종특별자치시 장군면 도계리,8m미만,30.9,전세,"3,500",0,2014
201807,30,세종특별자치시 장군면 도계리,-,33,전세,"6,000",0,2014
201802,12,세종특별자치시 장군면 도계리,8m미만,42,전세,"5,300",0,2015
201808,26,세종특별자치시 장군면 도계리,8m미만,42,전세,"5,000",0,2015
201811,2,세종특별자치시 장군면 도계리,8m미만,46,전세,"4,500",0,2013
201810,23,세종특별자치시 장군면 도계리,12m미만,46,전세,"4,500",0,2013
201801,5,세종특별자치시 장군면 도계리,8m미만,49.5,전세,"5,500",0,2014
201804,4,세종특별자치시 장군면 도계리,12m미만,50.43,전세,"5,000",0,1997
201805,1,세종특별자치시 장군면 도계리,-,53,전세,"6,000",0,2014
201803,1,세종특별자치시 장군면 도계리,8m미만,55,전세,"7,000",0,2015
201801,26,세종특별자치시 장군면 도계리,8m미만,55,전세,"7,000",0,2015
201801,26,세종특별자치시 장군면 도계리,8m미만,55,전세,"7,500",0,2015
201811,9,세종특별자치시 장군면 도계리,8m미만,60,전세,"8,000",0,2013
201811,19,세종특별자치시 장군면 도계리,8m미만,72,월세,50,45,2014
201812,26,세종특별자치시 장군면 봉안리,8m미만,18.36,전세,"3,500",0,2015
201809,3,세종특별자치시 장군면 봉안리,8m미만,19.8,전세,"5,000",0,2013
201811,17,세종특별자치시 장군면 봉안리,-,19.8,전세,"2,800",0,
201807,24,세종특별자치시 장군면 봉안리,8m미만,19.8,전세,"3,000",0,2014
201812,7,세종특별자치시 장군면 봉안리,8m미만,20,월세,50,27,2014
